,Memory usage,Prefix-BF,Prefix-QF
0,78861,0.733419,
1,157653,0.485317,
2,236442,0.34505,
3,315232,0.238276,
4,394023,0.166935,
5,472812,0.116752,
6,551604,0.0823788,
7,630393,0.0562508,
8,709183,0.0413314,
9,787974,0.0289963,
10,866763,0.0211769,
11,945553,0.0151372,
12,1024343,0.0105648,
13,1103134,0.00768692,
14,1181923,0.00531079,
15,1260710,0.00391919,
16,1339502,0.00246133,
17,1418293,0.0021016,
18,1497083,0.00155253,
19,1575871,0.00100346,
20,1654662,0.000747865,
21,1733452,0.000624799,
22,1812243,0.000416533,
23,1891032,0.000189333,
24,1969821,0.000236666,
25,524288,,0.283157
26,655360,,0.15335
27,786432,,0.0799553
28,917504,,0.0406877
29,1048576,,0.0211674
30,1179648,,0.0100062
31,1310720,,0.00500786
32,1441792,,0.00240453
33,1572864,,0.00118333
34,1703936,,0.000605866
35,1835008,,0.000321866
36,1966080,,0.000151466
