,Memory usage,Prefix-BF,Prefix-QF
0,92629,0.666448,
1,185168,0.422509,
2,277707,0.272328,
3,370246,0.177716,
4,462782,0.113135,
5,555323,0.0744009,
6,647864,0.0484877,
7,740402,0.0310246,
8,832942,0.0203423,
9,925482,0.0133365,
10,1018017,0.00858148,
11,1110557,0.0057585,
12,1203097,0.00363892,
13,1295638,0.00248535,
14,1388177,0.00146307,
15,1480713,0.00118171,
16,1573254,0.000787808,
17,1665793,0.000468933,
18,1758331,0.000290739,
19,1850870,0.000187573,
20,1943411,0.00014068,
21,2035948,8.4408e-05,
22,2128488,8.4408e-05,
23,2221028,0.0,
24,2313567,9.37866e-06,
25,524288,,0.288272
26,655360,,0.155358
27,786432,,0.0804314
28,917504,,0.040891
29,1048576,,0.0202204
30,1179648,,0.0102415
31,1310720,,0.00509261
32,1441792,,0.002551
33,1572864,,0.00119109
34,1703936,,0.000637749
35,1835008,,0.000403283
36,1966080,,0.000253224
