,Memory usage,Prefix-BF,Prefix-QF
0,92629,0.629761,
1,185168,0.386869,
2,277707,0.232782,
3,370246,0.14648,
4,462782,0.0890689,
5,555323,0.0560166,
6,647864,0.0345342,
7,740402,0.0212409,
8,832942,0.0139849,
9,925482,0.00895739,
10,1018017,0.00566423,
11,1110557,0.00334804,
12,1203097,0.00188808,
13,1295638,0.00143801,
14,1388177,0.000955015,
15,1480713,0.000647654,
16,1573254,0.000340293,
17,1665793,0.000219544,
18,1758331,9.87947e-05,
19,1850870,5.48859e-05,
20,1943411,4.39088e-05,
21,2035948,3.29316e-05,
22,2128488,3.29316e-05,
23,2221028,0.0,
24,2313567,1.09772e-05,
25,524288,,0.290039
26,655360,,0.15603
27,786432,,0.0811873
28,917504,,0.041406
29,1048576,,0.0206261
30,1179648,,0.0103405
31,1310720,,0.00532394
32,1441792,,0.00260159
33,1572864,,0.00130629
34,1703936,,0.000581791
35,1835008,,0.000241498
36,1966080,,0.000142703
