,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,Layered CHaREQ h=13 b=3,SuRF Base,FST
0,12534,1.0,,,,,,,,,
1,25034,1.0,,,,,,,,,
2,37534,1.0,,,,,,,,,
3,50034,0.999673,,,,,,,,,
4,62534,0.999509,,,,,,,,,
5,75034,0.999509,,,,,,,,,
6,87534,0.999509,,,,,,,,,
7,100034,0.999509,,,,,,,,,
0,59708,,0.0445245,,,,,,,,
1,89486,,0.00360124,,,,,,,,
2,119278,,0.000491079,,,,,,,,
3,149052,,0.0,,,,,,,,
4,178847,,0.0,,,,,,,,
5,208624,,0.0,,,,,,,,
0,74722,,,0.0,,,,,,,
1,73050,,,0.157145,,,,,,,
2,69730,,,0.157145,,,,,,,
3,52071,,,0.534457,,,,,,,
4,48023,,,0.534457,,,,,,,
5,25806,,,0.853004,,,,,,,
6,19487,,,0.853004,,,,,,,
7,18515,,,0.853004,,,,,,,
8,17937,,,0.856441,,,,,,,
9,17926,,,0.856441,,,,,,,
10,17926,,,0.856441,,,,,,,
0,17926,,,,0.856441,,,,,,
1,17926,,,,0.856441,,,,,,
2,17926,,,,0.856441,,,,,,
3,17926,,,,0.856441,,,,,,
4,17929,,,,0.856278,,,,,,
5,17938,,,,0.856114,,,,,,
6,18076,,,,0.853495,,,,,,
7,18691,,,,0.84089,,,,,,
8,21474,,,,0.792274,,,,,,
9,31330,,,,0.622197,,,,,,
10,47280,,,,0.372238,,,,,,
11,62487,,,,0.156818,,,,,,
12,70663,,,,0.0497626,,,,,,
13,73635,,,,0.0129317,,,,,,
14,74581,,,,0.00130954,,,,,,
0,59438,,,,,0.157145,,,,,
0,63031,,,,,,0.80275,,,,
1,56983,,,,,,0.817482,,,,
2,53354,,,,,,0.824849,,,,
3,50935,,,,,,0.833197,,,,
4,49207,,,,,,0.84842,,,,
5,47911,,,,,,0.84973,,,,
0,58439,,,,,,,0.80275,,,
1,52391,,,,,,,0.817482,,,
2,48762,,,,,,,0.824849,,,
3,46343,,,,,,,0.833197,,,
4,44615,,,,,,,0.84842,,,
5,43319,,,,,,,0.84973,,,
0,53847,,,,,,,,0.80275,,
1,47799,,,,,,,,0.817482,,
2,44170,,,,,,,,0.824849,,
3,41751,,,,,,,,0.833197,,
4,40023,,,,,,,,0.84842,,
5,38727,,,,,,,,0.84973,,
0,59438,,,,,0.157145,,,,,
1,60702,,,,,0.157145,,,,,
2,61950,,,,,0.157145,,,,,
3,63198,,,,,0.157145,,,,,
4,64446,,,,,0.157145,,,,,
5,65694,,,,,0.157145,,,,,
6,66950,,,,,0.157145,,,,,
7,68198,,,,,0.157145,,,,,
8,69446,,,,,0.157145,,,,,
0,59438,,,,,,,,,0.157145,
0,74690,,,,,,,,,,0.0
