,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,Layered CHaREQ h=13 b=3,SuRF Base,FST
0,12534,0.999342,,,,,,,,,
1,25034,0.999013,,,,,,,,,
2,37534,0.997367,,,,,,,,,
3,50034,0.99605,,,,,,,,,
4,62534,0.995721,,,,,,,,,
5,75034,0.995063,,,,,,,,,
6,87534,0.994733,,,,,,,,,
7,100034,0.994733,,,,,,,,,
0,52692,,0.998683,,,,,,,,
1,78925,,0.985188,,,,,,,,
2,105173,,0.912772,,,,,,,,
3,131414,,0.632653,,,,,,,,
4,157650,,0.134957,,,,,,,,
5,183891,,0.0157999,,,,,,,,
0,90080,,,0.0,,,,,,,
1,78547,,,0.182357,,,,,,,
2,58354,,,0.488808,,,,,,,
3,49187,,,0.620474,,,,,,,
4,35805,,,0.75576,,,,,,,
5,27510,,,0.823897,,,,,,,
6,25237,,,0.839697,,,,,,,
7,23386,,,0.846939,,,,,,,
8,23216,,,0.848914,,,,,,,
9,23208,,,0.848914,,,,,,,
10,23208,,,0.848914,,,,,,,
0,23208,,,,0.848914,,,,,,
1,23208,,,,0.848914,,,,,,
2,24039,,,,0.835089,,,,,,
3,25909,,,,0.805464,,,,,,
4,29036,,,,0.756748,,,,,,
5,34183,,,,0.678407,,,,,,
6,40850,,,,0.57867,,,,,,
7,48640,,,,0.472679,,,,,,
8,58057,,,,0.352205,,,,,,
9,67681,,,,0.24424,,,,,,
10,76648,,,,0.140224,,,,,,
11,83399,,,,0.0687953,,,,,,
12,88054,,,,0.0197498,,,,,,
13,89936,,,,0.00131666,,,,,,
14,90080,,,,0.0,,,,,,
0,25580,,,,,0.823897,,,,,
0,72029,,,,,,0.896643,,,,
1,66029,,,,,,0.900592,,,,
2,62429,,,,,,0.906188,,,,
3,60029,,,,,,0.90553,,,,
4,58315,,,,,,0.919026,,,,
5,57029,,,,,,0.915734,,,,
0,65973,,,,,,,0.93318,,,
1,59973,,,,,,,0.937459,,,
2,56373,,,,,,,0.942725,,,
3,53973,,,,,,,0.94108,,,
4,52259,,,,,,,0.953588,,,
5,50973,,,,,,,0.951942,,,
0,59918,,,,,,,,0.941409,,
1,53918,,,,,,,,0.945688,,
2,50318,,,,,,,,0.950625,,
3,47918,,,,,,,,0.94898,,
4,46204,,,,,,,,0.961159,,
5,44918,,,,,,,,0.959513,,
0,25580,,,,,0.823897,,,,,
1,26844,,,,,0.823897,,,,,
2,28092,,,,,0.823897,,,,,
3,29340,,,,,0.82291,,,,,
4,30588,,,,,0.82291,,,,,
5,31836,,,,,0.784727,,,,,
6,33084,,,,,0.746544,,,,,
7,34332,,,,,0.729756,,,,,
8,35580,,,,,0.714615,,,,,
0,25580,,,,,,,,,0.823897,
0,90734,,,,,,,,,,0.0105332
