,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,Layered CHaREQ h=13 b=3,SuRF Base,FST
0,12534,1.0,,,,,,,,,
1,25034,0.998789,,,,,,,,,
2,37534,0.998789,,,,,,,,,
3,50034,0.996852,,,,,,,,,
4,62534,0.995157,,,,,,,,,
5,75034,0.994189,,,,,,,,,
6,87534,0.994189,,,,,,,,,
7,100034,0.993462,,,,,,,,,
0,52692,,0.999516,,,,,,,,
1,78925,,0.986441,,,,,,,,
2,105173,,0.912107,,,,,,,,
3,131414,,0.641646,,,,,,,,
4,157650,,0.176755,,,,,,,,
5,183891,,0.0246973,,,,,,,,
0,90080,,,0.0,,,,,,,
1,78547,,,0.931235,,,,,,,
2,58354,,,0.9523,,,,,,,
3,49187,,,0.962712,,,,,,,
4,35805,,,0.962712,,,,,,,
5,27510,,,0.962712,,,,,,,
6,25237,,,0.962712,,,,,,,
7,23386,,,0.962712,,,,,,,
8,23216,,,0.962712,,,,,,,
9,23208,,,0.962712,,,,,,,
10,23208,,,0.962712,,,,,,,
0,23208,,,,0.962712,,,,,,
1,23208,,,,0.962712,,,,,,
2,24039,,,,0.902663,,,,,,
3,25909,,,,0.824455,,,,,,
4,29036,,,,0.735351,,,,,,
5,34183,,,,0.623971,,,,,,
6,40850,,,,0.506053,,,,,,
7,48640,,,,0.394915,,,,,,
8,58057,,,,0.288862,,,,,,
9,67681,,,,0.186199,,,,,,
10,76648,,,,0.107506,,,,,,
11,83399,,,,0.0525424,,,,,,
12,88054,,,,0.0138015,,,,,,
13,89936,,,,0.000726392,,,,,,
14,90080,,,,0.0,,,,,,
0,25580,,,,,0.945278,,,,,
0,72029,,,,,,0.777966,,,,
1,66029,,,,,,0.792252,,,,
2,62429,,,,,,0.805569,,,,
3,60029,,,,,,0.81937,,,,
4,58315,,,,,,0.832446,,,,
5,57029,,,,,,0.843099,,,,
0,65973,,,,,,,0.777966,,,
1,59973,,,,,,,0.792252,,,
2,56373,,,,,,,0.805569,,,
3,53973,,,,,,,0.81937,,,
4,52259,,,,,,,0.832446,,,
5,50973,,,,,,,0.843099,,,
0,59918,,,,,,,,0.777966,,
1,53918,,,,,,,,0.792252,,
2,50318,,,,,,,,0.805569,,
3,47918,,,,,,,,0.81937,,
4,46204,,,,,,,,0.832446,,
5,44918,,,,,,,,0.843099,,
0,25580,,,,,0.945278,,,,,
1,26844,,,,,0.945278,,,,,
2,28092,,,,,0.945278,,,,,
3,29340,,,,,0.945278,,,,,
4,30588,,,,,0.945278,,,,,
5,31836,,,,,0.925666,,,,,
6,33084,,,,,0.903148,,,,,
7,34332,,,,,0.894431,,,,,
8,35580,,,,,0.888136,,,,,
0,25580,,,,,,,,,0.945278,
0,90734,,,,,,,,,,0.0372881
