,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,Layered CHaREQ h=13 b=3,SuRF Base,FST
0,12534,0.211087,,,,,,,,,
1,25034,0.1506,,,,,,,,,
2,37534,0.123555,,,,,,,,,
3,50034,0.104926,,,,,,,,,
0,52692,,0.999327,,,,,,,,
1,78925,,0.98687,,,,,,,,
2,105173,,0.91965,,,,,,,,
3,131414,,0.642913,,,,,,,,
4,157650,,0.173269,,,,,,,,
5,183891,,0.0251375,,,,,,,,
0,90080,,,0.0306363,,,,,,,
1,78547,,,0.0539782,,,,,,,
2,58354,,,0.128605,,,,,,,
3,49187,,,0.182022,,,,,,,
4,35805,,,0.273707,,,,,,,
5,27510,,,0.356638,,,,,,,
6,25237,,,0.389631,,,,,,,
7,23386,,,0.426439,,,,,,,
8,23216,,,0.434295,,,,,,,
9,23208,,,0.43508,,,,,,,
10,23208,,,0.43508,,,,,,,
0,23208,,,,0.43508,,,,,,
1,23208,,,,0.43508,,,,,,
2,24039,,,,0.427,,,,,,
3,25909,,,,0.407249,,,,,,
4,29036,,,,0.381439,,,,,,
5,34183,,,,0.340927,,,,,,
6,40850,,,,0.294243,,,,,,
7,48640,,,,0.251711,,,,,,
8,58057,,,,0.198182,,,,,,
9,67681,,,,0.154304,,,,,,
10,76648,,,,0.107508,,,,,,
11,83399,,,,0.0712602,,,,,,
12,88054,,,,0.0471328,,,,,,
13,89936,,,,0.0329929,,,,,,
14,90080,,,,0.0306363,,,,,,
0,25580,,,,,0.420267,,,,,
0,72029,,,,,,0.130401,,,,
1,66029,,,,,,0.131972,,,,
2,62429,,,,,,0.132645,,,,
3,60029,,,,,,0.133655,,,,
4,58315,,,,,,0.135787,,,,
5,57029,,,,,,0.137022,,,,
0,65973,,,,,,,0.159578,,,
1,59973,,,,,,,0.161486,,,
2,56373,,,,,,,0.161822,,,
3,53973,,,,,,,0.163394,,,
4,52259,,,,,,,0.165638,,,
5,50973,,,,,,,0.167434,,,
0,59918,,,,,,,,0.19504,,
1,53918,,,,,,,,0.196948,,
2,50318,,,,,,,,0.197733,,
3,47918,,,,,,,,0.199529,,
4,46204,,,,,,,,0.201661,,
5,44918,,,,,,,,0.203456,,
0,25580,,,,,0.420267,,,,,
1,26844,,,,,0.420267,,,,,
2,28092,,,,,0.420267,,,,,
3,29340,,,,,0.409718,,,,,
4,30588,,,,,0.409718,,,,,
5,31836,,,,,0.347997,,,,,
6,33084,,,,,0.281113,,,,,
7,34332,,,,,0.24711,,,,,
8,35580,,,,,0.228818,,,,,
0,25580,,,,,,,,,0.420267,
0,90734,,,,,,,,,,0.0423073
