,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,Layered CHaREQ h=13 b=3,SuRF Base,FST
0,12534,0.205903,,,,,,,,,
1,25034,0.0731339,,,,,,,,,
2,37534,0.0442228,,,,,,,,,
3,50034,0.0287096,,,,,,,,,
4,62534,0.0194419,,,,,,,,,
0,52692,,0.999194,,,,,,,,
1,78925,,0.989322,,,,,,,,
2,105173,,0.913267,,,,,,,,
3,131414,,0.643095,,,,,,,,
4,157650,,0.0802861,,,,,,,,
5,183891,,0.0128941,,,,,,,,
0,90080,,,0.0,,,,,,,
1,78547,,,0.0,,,,,,,
2,58354,,,0.0,,,,,,,
3,49187,,,0.0,,,,,,,
4,35805,,,0.0,,,,,,,
5,27510,,,0.000201471,,,,,,,
6,25237,,,0.00120882,,,,,,,
7,23386,,,0.0511736,,,,,,,
8,23216,,,0.165206,,,,,,,
9,23208,,,0.233202,,,,,,,
10,23208,,,0.233202,,,,,,,
0,23208,,,,0.233202,,,,,,
1,23208,,,,0.233202,,,,,,
2,24039,,,,0.233202,,,,,,
3,25909,,,,0.233202,,,,,,
4,29036,,,,0.233202,,,,,,
5,34183,,,,0.233202,,,,,,
6,40850,,,,0.233202,,,,,,
7,48640,,,,0.233202,,,,,,
8,58057,,,,0.233202,,,,,,
9,67681,,,,0.233202,,,,,,
10,76648,,,,0.232497,,,,,,
11,83399,,,,0.22746,,,,,,
12,88054,,,,0.19452,,,,,,
13,89936,,,,0.0764581,,,,,,
14,90080,,,,0.0,,,,,,
0,25580,,,,,0.233202,,,,,
0,72029,,,,,,0.0739398,,,,
1,66029,,,,,,0.0739398,,,,
2,62429,,,,,,0.0739398,,,,
3,60029,,,,,,0.0739398,,,,
4,58315,,,,,,0.0739398,,,,
5,57029,,,,,,0.0739398,,,,
0,65973,,,,,,,0.136698,,,
1,59973,,,,,,,0.136698,,,
2,56373,,,,,,,0.136698,,,
3,53973,,,,,,,0.136698,,,
4,52259,,,,,,,0.136698,,,
5,50973,,,,,,,0.136698,,,
0,59918,,,,,,,,0.214264,,
1,53918,,,,,,,,0.214264,,
2,50318,,,,,,,,0.214264,,
3,47918,,,,,,,,0.214264,,
4,46204,,,,,,,,0.214264,,
5,44918,,,,,,,,0.214264,,
0,25580,,,,,0.233202,,,,,
1,26844,,,,,0.233202,,,,,
2,28092,,,,,0.233202,,,,,
3,29340,,,,,0.233202,,,,,
4,30588,,,,,0.233202,,,,,
5,31836,,,,,0.170041,,,,,
6,33084,,,,,0.0870354,,,,,
7,34332,,,,,0.0472449,,,,,
8,35580,,,,,0.0245794,,,,,
0,25580,,,,,,,,,0.233202,
0,90734,,,,,,,,,,0.0
