,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,0.937577,,,,,,,,,,
1,25034,0.928513,,,,,,,,,,
2,37534,0.913061,,,,,,,,,,
3,50034,0.9007,,,,,,,,,,
4,62534,0.885661,,,,,,,,,,
5,75034,0.881953,,,,,,,,,,
6,87534,0.875979,,,,,,,,,,
7,100034,0.873506,,,,,,,,,,
0,57288,,0.301813,,,,,,,,,
1,85868,,0.233004,,,,,,,,,
2,114454,,0.227235,,,,,,,,,
3,143036,,0.225587,,,,,,,,,
4,171616,,0.225587,,,,,,,,,
5,200200,,0.225587,,,,,,,,,
0,88168,,,0.225587,,,,,,,,
1,77052,,,0.981459,,,,,,,,
2,57189,,,0.981871,,,,,,,,
3,48384,,,0.986609,,,,,,,,
4,34968,,,0.986609,,,,,,,,
5,26697,,,0.986609,,,,,,,,
6,24453,,,0.986609,,,,,,,,
7,22602,,,0.986609,,,,,,,,
8,22433,,,0.986609,,,,,,,,
9,22425,,,0.986609,,,,,,,,
10,22425,,,0.986609,,,,,,,,
0,22425,,,,0.986609,,,,,,,
1,22425,,,,0.986609,,,,,,,
2,23130,,,,0.945818,,,,,,,
3,24896,,,,0.889164,,,,,,,
4,27856,,,,0.824269,,,,,,,
5,32779,,,,0.738978,,,,,,,
6,39166,,,,0.648949,,,,,,,
7,46956,,,,0.556448,,,,,,,
8,56246,,,,0.46848,,,,,,,
9,65820,,,,0.383189,,,,,,,
10,74756,,,,0.316646,,,,,,,
11,81509,,,,0.269674,,,,,,,
12,86168,,,,0.236918,,,,,,,
13,88020,,,,0.226205,,,,,,,
14,88168,,,,0.225587,,,,,,,
0,46866,,,,,0.884425,,,,,,
1,44036,,,,,0.888752,,,,,,
2,42338,,,,,0.891636,,,,,,
3,41206,,,,,0.894314,,,,,,
4,40398,,,,,0.894726,,,,,,
5,39791,,,,,0.902967,,,,,,
0,46866,,,,,,0.884425,,,,,
1,44036,,,,,,0.888752,,,,,
2,42338,,,,,,0.891636,,,,,
3,41206,,,,,,0.894314,,,,,
4,40398,,,,,,0.894726,,,,,
5,39791,,,,,,0.902967,,,,,
0,22819,,,,,,,,,0.981871,,
1,23963,,,,,,,,,0.981871,,
2,25091,,,,,,,,,0.981871,,
3,26227,,,,,,,,,0.839308,,
4,27355,,,,,,,,,0.839308,,
5,28483,,,,,,,,,0.825505,,
6,29619,,,,,,,,,0.808199,,
7,30747,,,,,,,,,0.801401,,
8,31875,,,,,,,,,0.796869,,
0,22819,,,,,,,,,,0.981871,
0,88136,,,,,,,,,,,0.225587
