,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,0.606987,,,,,,,,,,
1,25034,0.39011,,,,,,,,,,
2,37534,0.29266,,,,,,,,,,
3,50034,0.231495,,,,,,,,,,
4,62534,0.187539,,,,,,,,,,
5,75034,0.153431,,,,,,,,,,
0,54554,,0.970143,,,,,,,,,
1,81749,,0.750363,,,,,,,,,
2,108972,,0.308418,,,,,,,,,
3,136163,,0.00622019,,,,,,,,,
4,163387,,0.00155505,,,,,,,,,
5,190584,,0.00031101,,,,,,,,,
0,160643,,,0.0,,,,,,,,
1,147443,,,0.0,,,,,,,,
2,121031,,,0.0,,,,,,,,
3,107831,,,0.0,,,,,,,,
4,75875,,,0.0,,,,,,,,
5,49493,,,0.000829359,,,,,,,,
6,36397,,,0.00870827,,,,,,,,
7,19579,,,0.430956,,,,,,,,
8,19579,,,0.430956,,,,,,,,
9,19579,,,0.430956,,,,,,,,
10,19579,,,0.430956,,,,,,,,
0,19579,,,,0.430956,,,,,,,
1,19579,,,,0.430956,,,,,,,
2,19579,,,,0.430956,,,,,,,
3,19579,,,,0.430956,,,,,,,
4,19579,,,,0.430956,,,,,,,
5,19579,,,,0.430956,,,,,,,
6,19579,,,,0.430956,,,,,,,
7,19591,,,,0.430956,,,,,,,
8,19681,,,,0.430956,,,,,,,
9,20409,,,,0.430956,,,,,,,
10,30057,,,,0.429919,,,,,,,
11,107921,,,,0.373937,,,,,,,
12,160643,,,,0.0,,,,,,,
13,160643,,,,0.0,,,,,,,
14,160643,,,,0.0,,,,,,,
0,75493,,,,,0.511818,,,,,,
1,72369,,,,,0.511818,,,,,,
2,70494,,,,,0.511818,,,,,,
3,69243,,,,,0.511818,,,,,,
4,68350,,,,,0.511818,,,,,,
5,67681,,,,,0.511818,,,,,,
0,75493,,,,,,0.511818,,,,,
1,72369,,,,,,0.511818,,,,,
2,70494,,,,,,0.511818,,,,,
3,69243,,,,,,0.511818,,,,,
4,68350,,,,,,0.511818,,,,,
5,67681,,,,,,0.511818,,,,,
0,19531,,,,,,,,,0.430956,,
1,20787,,,,,,,,,0.430956,,
2,22035,,,,,,,,,0.430956,,
3,23283,,,,,,,,,0.430852,,
4,24531,,,,,,,,,0.430852,,
5,25787,,,,,,,,,0.284574,,
6,27035,,,,,,,,,0.148144,,
7,28283,,,,,,,,,0.086046,,
8,29531,,,,,,,,,0.0408459,,
0,19531,,,,,,,,,,0.430956,
0,160611,,,,,,,,,,,0.0
