,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,0.21722,,,,,,,,,,
1,25034,0.159501,,,,,,,,,,
2,37534,0.127067,,,,,,,,,,
0,57288,,0.197162,,,,,,,,,
1,85868,,0.109037,,,,,,,,,
2,114454,,0.100822,,,,,,,,,
3,143036,,0.0998613,,,,,,,,,
4,171616,,0.0998613,,,,,,,,,
5,200200,,0.099968,,,,,,,,,
0,88168,,,0.0998613,,,,,,,,
1,77052,,,0.116932,,,,,,,,
2,57189,,,0.187667,,,,,,,,
3,48384,,,0.231516,,,,,,,,
4,34968,,,0.319535,,,,,,,,
5,26697,,,0.397418,,,,,,,,
6,24453,,,0.428358,,,,,,,,
7,22602,,,0.463459,,,,,,,,
8,22433,,,0.470714,,,,,,,,
9,22425,,,0.471461,,,,,,,,
10,22425,,,0.471461,,,,,,,,
0,22425,,,,0.471461,,,,,,,
1,22425,,,,0.471461,,,,,,,
2,23130,,,,0.465166,,,,,,,
3,24896,,,,0.448202,,,,,,,
4,27856,,,,0.42313,,,,,,,
5,32779,,,,0.387389,,,,,,,
6,39166,,,,0.347701,,,,,,,
7,46956,,,,0.305238,,,,,,,
8,56246,,,,0.258295,,,,,,,
9,65820,,,,0.21658,,,,,,,
10,74756,,,,0.17241,,,,,,,
11,81509,,,,0.137843,,,,,,,
12,86168,,,,0.115011,,,,,,,
13,88020,,,,0.102102,,,,,,,
14,88168,,,,0.0998613,,,,,,,
0,46866,,,,,0.20527,,,,,,
1,44036,,,,,0.207511,,,,,,
2,42338,,,,,0.208364,,,,,,
3,41206,,,,,0.210605,,,,,,
4,40398,,,,,0.211779,,,,,,
5,39791,,,,,0.214659,,,,,,
0,46866,,,,,,0.20527,,,,,
1,44036,,,,,,0.207511,,,,,
2,42338,,,,,,0.208364,,,,,
3,41206,,,,,,0.210605,,,,,
4,40398,,,,,,0.211779,,,,,
5,39791,,,,,,0.214659,,,,,
0,22819,,,,,,,,,0.465699,,
1,23963,,,,,,,,,0.465699,,
2,25091,,,,,,,,,0.465699,,
3,26227,,,,,,,,,0.397631,,
4,27355,,,,,,,,,0.397631,,
5,28483,,,,,,,,,0.337565,,
6,29619,,,,,,,,,0.271525,,
7,30747,,,,,,,,,0.238878,,
8,31875,,,,,,,,,0.220847,,
0,22819,,,,,,,,,,0.465699,
0,88136,,,,,,,,,,,0.0998613
