,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.995679,,,,,,,,,
1,25034,0.950123,,,,,,,,,
2,37534,0.873086,,,,,,,,,
3,50034,0.75963,,,,,,,,,
4,62534,0.648272,,,,,,,,,
5,75034,0.539383,,,,,,,,,
6,87534,0.451481,,,,,,,,,
7,100034,0.375185,,,,,,,,,
0,53355,,0.66,,,,,,,,
1,79972,,0.344691,,,,,,,,
2,106587,,0.161235,,,,,,,,
3,133201,,0.0718519,,,,,,,,
4,159820,,0.0298765,,,,,,,,
5,186433,,0.0133333,,,,,,,,
0,170437,,,0.0,,,,,,,
1,157221,,,1.0,,,,,,,
2,130821,,,1.0,,,,,,,
3,117625,,,1.0,,,,,,,
4,91209,,,1.0,,,,,,,
5,64809,,,1.0,,,,,,,
6,51597,,,1.0,,,,,,,
7,25481,,,1.0,,,,,,,
8,17903,,,1.0,,,,,,,
9,17903,,,1.0,,,,,,,
10,17903,,,1.0,,,,,,,
0,17903,,,,1.0,,,,,,
1,17903,,,,1.0,,,,,,
2,17903,,,,1.0,,,,,,
3,17903,,,,1.0,,,,,,
4,17903,,,,1.0,,,,,,
5,17903,,,,1.0,,,,,,
6,17903,,,,1.0,,,,,,
7,17903,,,,1.0,,,,,,
8,17903,,,,1.0,,,,,,
9,17903,,,,1.0,,,,,,
10,17939,,,,0.999506,,,,,,
11,20739,,,,0.97716,,,,,,
12,79337,,,,0.572593,,,,,,
13,170437,,,,0.0,,,,,,
14,170437,,,,0.0,,,,,,
0,17855,,,,,1.0,,,,,
0,136774,,,,,,1.0,,,,
1,118024,,,,,,1.0,,,,
2,111773,,,,,,1.0,,,,
3,108649,,,,,,1.0,,,,
4,106774,,,,,,1.0,,,,
0,192484,,,,,,,1.0,,,
1,154984,,,,,,,1.0,,,
2,142483,,,,,,,1.0,,,
3,136234,,,,,,,1.0,,,
4,132484,,,,,,,1.0,,,
0,178950,,,,,,,,1.0,,
1,141450,,,,,,,,1.0,,
2,128949,,,,,,,,1.0,,
3,122700,,,,,,,,1.0,,
4,118950,,,,,,,,1.0,,
0,17855,,,,,1.0,,,,,
1,19111,,,,,1.0,,,,,
2,20359,,,,,1.0,,,,,
3,21607,,,,,1.0,,,,,
4,22855,,,,,1.0,,,,,
5,24111,,,,,1.0,,,,,
6,25359,,,,,1.0,,,,,
7,26607,,,,,1.0,,,,,
8,27855,,,,,1.0,,,,,
0,17855,,,,,,,,,1.0,
0,170405,,,,,,,,,,0.0
