,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.0144,,,,,,,,,
1,25034,0.0006,,,,,,,,,
2,37534,0.0,,,,,,,,,
3,50034,0.0,,,,,,,,,
4,62534,0.0,,,,,,,,,
5,75034,0.0,,,,,,,,,
6,87534,0.0,,,,,,,,,
7,100034,0.0,,,,,,,,,
0,57798,,0.1066,,,,,,,,
1,86633,,0.0038,,,,,,,,
2,115451,,0.0008,,,,,,,,
3,144284,,0.0,,,,,,,,
4,173109,,0.0,,,,,,,,
5,201947,,0.0,,,,,,,,
0,75137,,,0.0,,,,,,,
1,73507,,,0.0,,,,,,,
2,70231,,,0.0,,,,,,,
3,51960,,,0.0,,,,,,,
4,47853,,,0.0,,,,,,,
5,25618,,,0.0,,,,,,,
6,19108,,,0.0,,,,,,,
7,18098,,,0.0,,,,,,,
8,17425,,,0.0025,,,,,,,
9,17414,,,0.0116,,,,,,,
10,17414,,,0.0116,,,,,,,
0,17414,,,,0.0116,,,,,,
1,17414,,,,0.0116,,,,,,
2,17414,,,,0.0116,,,,,,
3,17414,,,,0.0116,,,,,,
4,17414,,,,0.0116,,,,,,
5,17460,,,,0.0116,,,,,,
6,17612,,,,0.0116,,,,,,
7,18365,,,,0.0116,,,,,,
8,20529,,,,0.0116,,,,,,
9,30242,,,,0.0116,,,,,,
10,47048,,,,0.0116,,,,,,
11,62361,,,,0.0116,,,,,,
12,71014,,,,0.0116,,,,,,
13,74103,,,,0.0114,,,,,,
14,74991,,,,0.0092,,,,,,
0,59979,,,,,0.0018,,,,,
0,97152,,,,,,0.0009,,,,
1,69594,,,,,,0.0009,,,,
2,60407,,,,,,0.0009,,,,
3,55814,,,,,,0.0009,,,,
4,53058,,,,,,0.0009,,,,
0,120788,,,,,,,0.0001,,,
1,84421,,,,,,,0.0001,,,
2,72298,,,,,,,0.0001,,,
3,66237,,,,,,,0.0001,,,
4,62600,,,,,,,0.0001,,,
0,116162,,,,,,,,0.0002,,
1,79795,,,,,,,,0.0002,,
2,67672,,,,,,,,0.0002,,
3,61611,,,,,,,,0.0002,,
4,57974,,,,,,,,0.0002,,
0,59979,,,,,0.0018,,,,,
1,61243,,,,,0.0018,,,,,
2,62491,,,,,0.0018,,,,,
3,63739,,,,,0.0018,,,,,
4,64987,,,,,0.0012,,,,,
5,66243,,,,,0.0008,,,,,
6,67491,,,,,0.0002,,,,,
7,68739,,,,,0.0002,,,,,
8,69987,,,,,0.0,,,,,
0,59979,,,,,,,,,0.0018,
0,75105,,,,,,,,,,0.0
