,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.936811,,,,,,,,,
1,25034,0.714048,,,,,,,,,
2,37534,0.481415,,,,,,,,,
3,50034,0.336452,,,,,,,,,
4,62534,0.271341,,,,,,,,,
5,75034,0.242374,,,,,,,,,
6,87534,0.231992,,,,,,,,,
7,100034,0.22302,,,,,,,,,
0,57798,,0.218662,,,,,,,,
1,86633,,0.00769034,,,,,,,,
2,115451,,0.00140989,,,,,,,,
3,144284,,0.0,,,,,,,,
4,173109,,0.0,,,,,,,,
5,201947,,0.0,,,,,,,,
0,75137,,,0.0,,,,,,,
1,73507,,,0.0198667,,,,,,,
2,70231,,,0.0487055,,,,,,,
3,51960,,,0.301077,,,,,,,
4,47853,,,0.351064,,,,,,,
5,25618,,,0.710587,,,,,,,
6,19108,,,0.764163,,,,,,,
7,18098,,,0.768905,,,,,,,
8,17425,,,0.778518,,,,,,,
9,17414,,,0.778647,,,,,,,
10,17414,,,0.778647,,,,,,,
0,17414,,,,0.778647,,,,,,
1,17414,,,,0.778647,,,,,,
2,17414,,,,0.778647,,,,,,
3,17414,,,,0.778647,,,,,,
4,17414,,,,0.778647,,,,,,
5,17460,,,,0.777749,,,,,,
6,17612,,,,0.77557,,,,,,
7,18365,,,,0.764676,,,,,,
8,20529,,,,0.7384,,,,,,
9,30242,,,,0.601128,,,,,,
10,47048,,,,0.367598,,,,,,
11,62361,,,,0.161369,,,,,,
12,71014,,,,0.0546014,,,,,,
13,74103,,,,0.0140989,,,,,,
14,74991,,,,0.00179441,,,,,,
0,59979,,,,,0.115355,,,,,
0,97152,,,,,,0.626506,,,,
1,69594,,,,,,0.626506,,,,
2,60407,,,,,,0.626506,,,,
3,55814,,,,,,0.626506,,,,
4,53058,,,,,,0.626506,,,,
0,120788,,,,,,,0.670341,,,
1,84421,,,,,,,0.670341,,,
2,72298,,,,,,,0.670341,,,
3,66237,,,,,,,0.670341,,,
4,62600,,,,,,,0.670341,,,
0,116162,,,,,,,,0.660728,,
1,79795,,,,,,,,0.660728,,
2,67672,,,,,,,,0.660728,,
3,61611,,,,,,,,0.660728,,
4,57974,,,,,,,,0.660728,,
0,59979,,,,,0.115355,,,,,
1,61243,,,,,0.115355,,,,,
2,62491,,,,,0.113048,,,,,
3,63739,,,,,0.113048,,,,,
4,64987,,,,,0.108946,,,,,
5,66243,,,,,0.106767,,,,,
6,67491,,,,,0.105998,,,,,
7,68739,,,,,0.105614,,,,,
8,69987,,,,,0.105229,,,,,
0,59979,,,,,,,,,0.115355,
0,75105,,,,,,,,,,0.0
