,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.981171,,,,,,,,,
1,25034,0.898021,,,,,,,,,
2,37534,0.746839,,,,,,,,,
3,50034,0.59552,,,,,,,,,
4,62534,0.470726,,,,,,,,,
5,75034,0.378642,,,,,,,,,
6,87534,0.322155,,,,,,,,,
7,100034,0.282161,,,,,,,,,
0,52738,,0.978285,,,,,,,,
1,79008,,0.892798,,,,,,,,
2,105272,,0.722375,,,,,,,,
3,131540,,0.408191,,,,,,,,
4,157808,,0.101292,,,,,,,,
5,184072,,0.0269379,,,,,,,,
0,121843,,,0.0,,,,,,,
1,108939,,,0.164101,,,,,,,
2,84171,,,0.426196,,,,,,,
3,72446,,,0.542331,,,,,,,
4,51700,,,0.70657,,,,,,,
5,35663,,,0.804013,,,,,,,
6,30063,,,0.833562,,,,,,,
7,24003,,,0.857752,,,,,,,
8,23051,,,0.859813,,,,,,,
9,22842,,,0.8605,,,,,,,
10,22842,,,0.8605,,,,,,,
0,22842,,,,0.8605,,,,,,
1,22842,,,,0.8605,,,,,,
2,23157,,,,0.855827,,,,,,
3,23929,,,,0.847306,,,,,,
4,25678,,,,0.826141,,,,,,
5,28816,,,,0.790407,,,,,,
6,33407,,,,0.740379,,,,,,
7,40655,,,,0.665201,,,,,,
8,50549,,,,0.569956,,,,,,
9,64153,,,,0.450247,,,,,,
10,80007,,,,0.318032,,,,,,
11,96413,,,,0.18829,,,,,,
12,110106,,,,0.0823255,,,,,,
13,119290,,,,0.0177295,,,,,,
14,121843,,,,0.0,,,,,,
0,23178,,,,,0.85514,,,,,
0,107892,,,,,,0.56652,,,,
1,89009,,,,,,0.56652,,,,
2,82715,,,,,,0.56652,,,,
3,79567,,,,,,0.56652,,,,
4,77679,,,,,,0.56652,,,,
0,156118,,,,,,,0.6384,,,
1,118862,,,,,,,0.6384,,,
2,106443,,,,,,,0.6384,,,
3,100233,,,,,,,0.6384,,,
4,96508,,,,,,,0.6384,,,
0,147203,,,,,,,,0.621358,,
1,109947,,,,,,,,0.621358,,
2,97528,,,,,,,,0.621358,,
3,91318,,,,,,,,0.621358,,
4,87593,,,,,,,,0.621358,,
0,23178,,,,,0.85514,,,,,
1,24434,,,,,0.85514,,,,,
2,25682,,,,,0.847169,,,,,
3,26930,,,,,0.847169,,,,,
4,28186,,,,,0.809373,,,,,
5,29434,,,,,0.791644,,,,,
6,30682,,,,,0.781061,,,,,
7,31938,,,,,0.775563,,,,,
8,33186,,,,,0.772815,,,,,
0,23178,,,,,,,,,0.85514,
0,121899,,,,,,,,,,0.000549753
