,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.995499,,,,,,,,,
1,25034,0.95475,,,,,,,,,
2,37534,0.879455,,,,,,,,,
3,50034,0.771439,,,,,,,,,
4,62534,0.661963,,,,,,,,,
5,75034,0.561489,,,,,,,,,
6,87534,0.478044,,,,,,,,,
7,100034,0.403114,,,,,,,,,
0,53355,,0.913028,,,,,,,,
1,79972,,0.755383,,,,,,,,
2,106587,,0.531322,,,,,,,,
3,133201,,0.298747,,,,,,,,
4,159820,,0.0877022,,,,,,,,
5,186433,,0.00778494,,,,,,,,
0,170437,,,0.0,,,,,,,
1,157221,,,0.145116,,,,,,,
2,130821,,,0.400681,,,,,,,
3,117625,,,0.506751,,,,,,,
4,91209,,,0.697847,,,,,,,
5,64809,,,0.838706,,,,,,,
6,51597,,,0.896241,,,,,,,
7,25481,,,0.974699,,,,,,,
8,17903,,,0.989661,,,,,,,
9,17903,,,0.989661,,,,,,,
10,17903,,,0.989661,,,,,,,
0,17903,,,,0.989661,,,,,,
1,17903,,,,0.989661,,,,,,
2,17903,,,,0.989661,,,,,,
3,17903,,,,0.989661,,,,,,
4,17903,,,,0.989661,,,,,,
5,17903,,,,0.989661,,,,,,
6,17903,,,,0.989661,,,,,,
7,17903,,,,0.989661,,,,,,
8,17903,,,,0.989661,,,,,,
9,17903,,,,0.989661,,,,,,
10,17939,,,,0.989296,,,,,,
11,20739,,,,0.969712,,,,,,
12,79337,,,,0.572923,,,,,,
13,170437,,,,0.0,,,,,,
14,170437,,,,0.0,,,,,,
0,17855,,,,,0.989661,,,,,
0,136774,,,,,,0.546892,,,,
1,118024,,,,,,0.546892,,,,
2,111773,,,,,,0.546892,,,,
3,108649,,,,,,0.546892,,,,
4,106774,,,,,,0.546892,,,,
0,192484,,,,,,,0.596399,,,
1,154984,,,,,,,0.596399,,,
2,142483,,,,,,,0.596399,,,
3,136234,,,,,,,0.596399,,,
4,132484,,,,,,,0.596399,,,
0,178950,,,,,,,,0.588371,,
1,141450,,,,,,,,0.588371,,
2,128949,,,,,,,,0.588371,,
3,122700,,,,,,,,0.588371,,
4,118950,,,,,,,,0.588371,,
0,17855,,,,,0.989661,,,,,
1,19111,,,,,0.989661,,,,,
2,20359,,,,,0.988323,,,,,
3,21607,,,,,0.988323,,,,,
4,22855,,,,,0.973726,,,,,
5,24111,,,,,0.967644,,,,,
6,25359,,,,,0.9629,,,,,
7,26607,,,,,0.96071,,,,,
8,27855,,,,,0.959737,,,,,
0,17855,,,,,,,,,0.989661,
0,170405,,,,,,,,,,0.0
