,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.326698,,,,,,,,,
1,25034,0.0950285,,,,,,,,,
2,37534,0.0373112,,,,,,,,,
3,50034,0.0171051,,,,,,,,,
4,62534,0.00820246,,,,,,,,,
5,75034,0.00570171,,,,,,,,,
6,87534,0.00440132,,,,,,,,,
7,100034,0.00270081,,,,,,,,,
0,53355,,0.954686,,,,,,,,
1,79972,,0.849155,,,,,,,,
2,106587,,0.684805,,,,,,,,
3,133201,,0.495049,,,,,,,,
4,159820,,0.178854,,,,,,,,
5,186433,,0.00530159,,,,,,,,
0,170437,,,0.0,,,,,,,
1,157221,,,0.0,,,,,,,
2,130821,,,0.0,,,,,,,
3,117625,,,0.0,,,,,,,
4,91209,,,0.0,,,,,,,
5,64809,,,0.0,,,,,,,
6,51597,,,0.00010003,,,,,,,
7,25481,,,0.0192058,,,,,,,
8,17903,,,0.338802,,,,,,,
9,17903,,,0.338802,,,,,,,
10,17903,,,0.338802,,,,,,,
0,17903,,,,0.338802,,,,,,
1,17903,,,,0.338802,,,,,,
2,17903,,,,0.338802,,,,,,
3,17903,,,,0.338802,,,,,,
4,17903,,,,0.338802,,,,,,
5,17903,,,,0.338802,,,,,,
6,17903,,,,0.338802,,,,,,
7,17903,,,,0.338802,,,,,,
8,17903,,,,0.338802,,,,,,
9,17903,,,,0.338802,,,,,,
10,17939,,,,0.338802,,,,,,
11,20739,,,,0.338802,,,,,,
12,79337,,,,0.329999,,,,,,
13,170437,,,,0.0,,,,,,
14,170437,,,,0.0,,,,,,
0,17855,,,,,0.338802,,,,,
0,136774,,,,,,0.0217065,,,,
1,118024,,,,,,0.0217065,,,,
2,111773,,,,,,0.0217065,,,,
3,108649,,,,,,0.0217065,,,,
4,106774,,,,,,0.0217065,,,,
0,192484,,,,,,,0.00830249,,,
1,154984,,,,,,,0.00830249,,,
2,142483,,,,,,,0.00830249,,,
3,136234,,,,,,,0.00830249,,,
4,132484,,,,,,,0.00830249,,,
0,178950,,,,,,,,0.013404,,
1,141450,,,,,,,,0.013404,,
2,128949,,,,,,,,0.013404,,
3,122700,,,,,,,,0.013404,,
4,118950,,,,,,,,0.013404,,
0,17855,,,,,0.338802,,,,,
1,19111,,,,,0.338802,,,,,
2,20359,,,,,0.338802,,,,,
3,21607,,,,,0.338802,,,,,
4,22855,,,,,0.176353,,,,,
5,24111,,,,,0.0913274,,,,,
6,25359,,,,,0.0482145,,,,,
7,26607,,,,,0.0237071,,,,,
8,27855,,,,,0.0106032,,,,,
0,17855,,,,,,,,,0.338802,
0,170405,,,,,,,,,,0.0
