,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.0250025,,,,,,,,,
1,25034,0.0,,,,,,,,,
2,37534,0.0,,,,,,,,,
3,50034,0.0,,,,,,,,,
4,62534,0.0,,,,,,,,,
5,75034,0.0,,,,,,,,,
6,87534,0.0,,,,,,,,,
7,100034,0.0,,,,,,,,,
0,53355,,0.668867,,,,,,,,
1,79972,,0.344934,,,,,,,,
2,106587,,0.159116,,,,,,,,
3,133201,,0.0720072,,,,,,,,
4,159820,,0.030303,,,,,,,,
5,186433,,0.0142014,,,,,,,,
0,170437,,,0.0,,,,,,,
1,157221,,,0.0,,,,,,,
2,130821,,,0.0,,,,,,,
3,117625,,,0.0,,,,,,,
4,91209,,,0.0,,,,,,,
5,64809,,,0.0,,,,,,,
6,51597,,,0.0,,,,,,,
7,25481,,,0.0221022,,,,,,,
8,17903,,,0.332733,,,,,,,
9,17903,,,0.332733,,,,,,,
10,17903,,,0.332733,,,,,,,
0,17903,,,,0.332733,,,,,,
1,17903,,,,0.332733,,,,,,
2,17903,,,,0.332733,,,,,,
3,17903,,,,0.332733,,,,,,
4,17903,,,,0.332733,,,,,,
5,17903,,,,0.332733,,,,,,
6,17903,,,,0.332733,,,,,,
7,17903,,,,0.332733,,,,,,
8,17903,,,,0.332733,,,,,,
9,17903,,,,0.332733,,,,,,
10,17939,,,,0.332733,,,,,,
11,20739,,,,0.332733,,,,,,
12,79337,,,,0.324632,,,,,,
13,170437,,,,0.0,,,,,,
14,170437,,,,0.0,,,,,,
0,17855,,,,,0.332733,,,,,
0,136774,,,,,,0.0,,,,
1,118024,,,,,,0.0,,,,
2,111773,,,,,,0.0,,,,
3,108649,,,,,,0.0,,,,
4,106774,,,,,,0.0,,,,
0,192484,,,,,,,0.0,,,
1,154984,,,,,,,0.0,,,
2,142483,,,,,,,0.0,,,
3,136234,,,,,,,0.0,,,
4,132484,,,,,,,0.0,,,
0,178950,,,,,,,,0.0,,
1,141450,,,,,,,,0.0,,
2,128949,,,,,,,,0.0,,
3,122700,,,,,,,,0.0,,
4,118950,,,,,,,,0.0,,
0,17855,,,,,0.332733,,,,,
1,19111,,,,,0.332733,,,,,
2,20359,,,,,0.332733,,,,,
3,21607,,,,,0.332733,,,,,
4,22855,,,,,0.172617,,,,,
5,24111,,,,,0.0952095,,,,,
6,25359,,,,,0.0491049,,,,,
7,26607,,,,,0.0263026,,,,,
8,27855,,,,,0.0146015,,,,,
0,17855,,,,,,,,,0.332733,
0,170405,,,,,,,,,,0.0
