,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.111711,,,,,,,,,
1,25034,0.0191019,,,,,,,,,
2,37534,0.00480048,,,,,,,,,
3,50034,0.00210021,,,,,,,,,
4,62534,0.00060006,,,,,,,,,
5,75034,0.00010001,,,,,,,,,
6,87534,0.00010001,,,,,,,,,
7,100034,0.00010001,,,,,,,,,
0,52738,,0.978698,,,,,,,,
1,79008,,0.90339,,,,,,,,
2,105272,,0.724872,,,,,,,,
3,131540,,0.393839,,,,,,,,
4,157808,,0.050105,,,,,,,,
5,184072,,0.0150015,,,,,,,,
0,121843,,,0.0,,,,,,,
1,108939,,,0.0,,,,,,,
2,84171,,,0.0,,,,,,,
3,72446,,,0.0,,,,,,,
4,51700,,,0.0,,,,,,,
5,35663,,,0.0,,,,,,,
6,30063,,,0.0,,,,,,,
7,24003,,,0.0030003,,,,,,,
8,23051,,,0.0390039,,,,,,,
9,22842,,,0.248725,,,,,,,
10,22842,,,0.248725,,,,,,,
0,22842,,,,0.248725,,,,,,
1,22842,,,,0.248725,,,,,,
2,23157,,,,0.248725,,,,,,
3,23929,,,,0.248725,,,,,,
4,25678,,,,0.248725,,,,,,
5,28816,,,,0.248725,,,,,,
6,33407,,,,0.248725,,,,,,
7,40655,,,,0.248725,,,,,,
8,50549,,,,0.248725,,,,,,
9,64153,,,,0.248725,,,,,,
10,80007,,,,0.248725,,,,,,
11,96413,,,,0.248725,,,,,,
12,110106,,,,0.247025,,,,,,
13,119290,,,,0.218622,,,,,,
14,121843,,,,0.0,,,,,,
0,23178,,,,,0.248725,,,,,
0,107892,,,,,,0.00620062,,,,
1,89009,,,,,,0.00620062,,,,
2,82715,,,,,,0.00620062,,,,
3,79567,,,,,,0.00620062,,,,
4,77679,,,,,,0.00620062,,,,
0,156118,,,,,,,0.00120012,,,
1,118862,,,,,,,0.00120012,,,
2,106443,,,,,,,0.00120012,,,
3,100233,,,,,,,0.00120012,,,
4,96508,,,,,,,0.00120012,,,
0,147203,,,,,,,,0.00190019,,
1,109947,,,,,,,,0.00190019,,
2,97528,,,,,,,,0.00190019,,
3,91318,,,,,,,,0.00190019,,
4,87593,,,,,,,,0.00190019,,
0,23178,,,,,0.248725,,,,,
1,24434,,,,,0.248725,,,,,
2,25682,,,,,0.248725,,,,,
3,26930,,,,,0.248725,,,,,
4,28186,,,,,0.125213,,,,,
5,29434,,,,,0.0658066,,,,,
6,30682,,,,,0.0361036,,,,,
7,31938,,,,,0.0189019,,,,,
8,33186,,,,,0.00960096,,,,,
0,23178,,,,,,,,,0.248725,
0,121899,,,,,,,,,,0.0
