,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.984525,,,,,,,,,
1,25034,0.913914,,,,,,,,,
2,37534,0.76567,,,,,,,,,
3,50034,0.623407,,,,,,,,,
4,62534,0.497009,,,,,,,,,
5,75034,0.401691,,,,,,,,,
6,87534,0.343303,,,,,,,,,
7,100034,0.297659,,,,,,,,,
0,54538,,0.76827,,,,,,,,
1,81727,,0.315085,,,,,,,,
2,108926,,0.0410923,,,,,,,,
3,136115,,0.0102731,,,,,,,,
4,163309,,0.00156047,,,,,,,,
5,190504,,0.00104031,,,,,,,,
0,127602,,,0.0,,,,,,,
1,114404,,,0.152796,,,,,,,
2,88036,,,0.425748,,,,,,,
3,71561,,,0.538101,,,,,,,
4,46352,,,0.730039,,,,,,,
5,28428,,,0.836801,,,,,,,
6,24620,,,0.855527,,,,,,,
7,22855,,,0.861769,,,,,,,
8,22778,,,0.861899,,,,,,,
9,22772,,,0.861899,,,,,,,
10,22772,,,0.861899,,,,,,,
0,22772,,,,0.861899,,,,,,
1,22772,,,,0.861899,,,,,,
2,22774,,,,0.861899,,,,,,
3,22814,,,,0.861638,,,,,,
4,23008,,,,0.858908,,,,,,
5,23768,,,,0.851365,,,,,,
6,26999,,,,0.818986,,,,,,
7,37225,,,,0.721717,,,,,,
8,59902,,,,0.517035,,,,,,
9,91034,,,,0.282055,,,,,,
10,112756,,,,0.108453,,,,,,
11,123150,,,,0.0280884,,,,,,
12,126298,,,,0.00585176,,,,,,
13,127102,,,,0.000520156,,,,,,
14,127602,,,,0.0,,,,,,
0,22765,,,,,0.861508,,,,,
0,109517,,,,,,0.569961,,,,
1,90767,,,,,,0.569961,,,,
2,84516,,,,,,0.569961,,,,
3,81392,,,,,,0.569961,,,,
4,79517,,,,,,0.569961,,,,
0,158878,,,,,,,0.639012,,,
1,121380,,,,,,,0.639012,,,
2,108881,,,,,,,0.639012,,,
3,102631,,,,,,,0.639012,,,
4,98881,,,,,,,0.639012,,,
0,149678,,,,,,,,0.616775,,
1,112180,,,,,,,,0.616775,,
2,99681,,,,,,,,0.616775,,
3,93431,,,,,,,,0.616775,,
4,89681,,,,,,,,0.616775,,
0,22765,,,,,0.861508,,,,,
1,24029,,,,,0.861508,,,,,
2,25277,,,,,0.854876,,,,,
3,26525,,,,,0.854876,,,,,
4,27773,,,,,0.821586,,,,,
5,29021,,,,,0.803901,,,,,
6,30269,,,,,0.794668,,,,,
7,31525,,,,,0.789207,,,,,
8,32773,,,,,0.786736,,,,,
0,22765,,,,,,,,,0.861508,
0,127570,,,,,,,,,,0.0
