,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.706364,,,,,,,,,
1,25034,0.532031,,,,,,,,,
2,37534,0.286915,,,,,,,,,
3,50034,0.143457,,,,,,,,,
4,62534,0.0655325,,,,,,,,,
5,75034,0.0205839,,,,,,,,,
6,87534,0.010502,,,,,,,,,
7,100034,0.00462088,,,,,,,,,
0,57852,,0.0693132,,,,,,,,
1,86727,,0.00819156,,,,,,,,
2,115571,,0.00147028,,,,,,,,
3,144434,,0.00042008,,,,,,,,
4,173290,,0.00042008,,,,,,,,
5,202151,,0.0,,,,,,,,
0,74650,,,0.0,,,,,,,
1,73025,,,0.390674,,,,,,,
2,69791,,,0.391514,,,,,,,
3,51929,,,0.652594,,,,,,,
4,47892,,,0.653434,,,,,,,
5,25564,,,0.742701,,,,,,,
6,19217,,,0.816635,,,,,,,
7,18215,,,0.84436,,,,,,,
8,17570,,,0.855283,,,,,,,
9,17549,,,0.856963,,,,,,,
10,17549,,,0.856963,,,,,,,
0,17549,,,,0.856963,,,,,,
1,17549,,,,0.856963,,,,,,
2,17549,,,,0.856963,,,,,,
3,17549,,,,0.856963,,,,,,
4,17552,,,,0.856753,,,,,,
5,17597,,,,0.856123,,,,,,
6,17779,,,,0.850452,,,,,,
7,18348,,,,0.836169,,,,,,
8,20823,,,,0.778618,,,,,,
9,30542,,,,0.63222,,,,,,
10,47559,,,,0.391094,,,,,,
11,62007,,,,0.179794,,,,,,
12,70681,,,,0.0541903,,,,,,
13,73957,,,,0.0123924,,,,,,
14,74553,,,,0.00357068,,,,,,
0,59721,,,,,0.433522,,,,,
0,60332,,,,,,0.0560807,,,,
1,55748,,,,,,0.0638521,,,,
2,52997,,,,,,0.0901071,,,,
3,51162,,,,,,0.111531,,,,
4,49852,,,,,,0.130855,,,,
5,48870,,,,,,0.144087,,,,
0,55162,,,,,,,0.0560807,,,
1,50578,,,,,,,0.0638521,,,
2,47827,,,,,,,0.0901071,,,
3,45992,,,,,,,0.111531,,,
4,44682,,,,,,,0.130855,,,
5,43700,,,,,,,0.144087,,,
0,49992,,,,,,,,0.0560807,,
1,45408,,,,,,,,0.0638521,,
2,42657,,,,,,,,0.0901071,,
3,40822,,,,,,,,0.111531,,
4,39512,,,,,,,,0.130855,,
5,38530,,,,,,,,0.144087,,
0,59721,,,,,0.433522,,,,,
1,60977,,,,,0.433522,,,,,
2,62225,,,,,0.433522,,,,,
3,63473,,,,,0.433522,,,,,
4,64721,,,,,0.424281,,,,,
5,65977,,,,,0.410838,,,,,
6,67225,,,,,0.406637,,,,,
7,68473,,,,,0.405797,,,,,
8,69721,,,,,0.404117,,,,,
0,59721,,,,,,,,,0.433522,
0,74618,,,,,,,,,,0.0
