,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.0342034,,,,,,,,,
1,25034,0.00250025,,,,,,,,,
2,37534,0.00040004,,,,,,,,,
3,50034,0.0,,,,,,,,,
4,62534,0.0,,,,,,,,,
5,75034,0.0,,,,,,,,,
6,87534,0.0,,,,,,,,,
7,100034,0.0,,,,,,,,,
0,54528,,0.460746,,,,,,,,
1,81712,,0.174217,,,,,,,,
2,108909,,0.0538054,,,,,,,,
3,136097,,0.0166017,,,,,,,,
4,163284,,0.00530053,,,,,,,,
5,190478,,0.00140014,,,,,,,,
0,127773,,,0.0,,,,,,,
1,114573,,,0.0,,,,,,,
2,88209,,,0.0010001,,,,,,,
3,71781,,,0.0050005,,,,,,,
4,46570,,,0.0631063,,,,,,,
5,28602,,,0.308931,,,,,,,
6,24771,,,0.425243,,,,,,,
7,23000,,,0.488549,,,,,,,
8,22928,,,0.492649,,,,,,,
9,22922,,,0.493049,,,,,,,
10,22922,,,0.493049,,,,,,,
0,22922,,,,0.493049,,,,,,
1,22922,,,,0.493049,,,,,,
2,22932,,,,0.493049,,,,,,
3,22972,,,,0.493049,,,,,,
4,23142,,,,0.493049,,,,,,
5,23926,,,,0.492749,,,,,,
6,27071,,,,0.490249,,,,,,
7,37199,,,,0.468447,,,,,,
8,59873,,,,0.381438,,,,,,
9,91023,,,,0.228823,,,,,,
10,112642,,,,0.0870087,,,,,,
11,123536,,,,0.0209021,,,,,,
12,126537,,,,0.00550055,,,,,,
13,127269,,,,0.00060006,,,,,,
14,127773,,,,0.0,,,,,,
0,22874,,,,,0.493049,,,,,
0,85149,,,,,,0.0,,,,
1,82025,,,,,,0.0,,,,
2,80150,,,,,,0.0,,,,
3,78899,,,,,,0.0,,,,
4,78006,,,,,,0.0,,,,
5,77337,,,,,,0.0,,,,
0,74677,,,,,,,0.00020002,,,
1,71553,,,,,,,0.00020002,,,
2,69678,,,,,,,0.00020002,,,
3,68427,,,,,,,0.00030003,,,
4,67534,,,,,,,0.00020002,,,
5,66865,,,,,,,0.00030003,,,
0,64206,,,,,,,,0.00160016,,
1,61082,,,,,,,,0.00160016,,
2,59207,,,,,,,,0.00160016,,
3,57956,,,,,,,,0.00190019,,
4,57063,,,,,,,,0.00190019,,
5,56394,,,,,,,,0.00180018,,
0,22874,,,,,0.493049,,,,,
1,24138,,,,,0.493049,,,,,
2,25386,,,,,0.493049,,,,,
3,26634,,,,,0.493049,,,,,
4,27882,,,,,0.309131,,,,,
5,29130,,,,,0.216522,,,,,
6,30378,,,,,0.169717,,,,,
7,31634,,,,,0.142814,,,,,
8,32882,,,,,0.130713,,,,,
0,22874,,,,,,,,,0.493049,
0,127741,,,,,,,,,,0.0
