,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.0274027,,,,,,,,,
1,25034,0.00040004,,,,,,,,,
2,37534,0.0,,,,,,,,,
3,50034,0.0,,,,,,,,,
4,62534,0.0,,,,,,,,,
5,75034,0.0,,,,,,,,,
6,87534,0.0,,,,,,,,,
7,100034,0.0,,,,,,,,,
0,53393,,0.717572,,,,,,,,
1,80002,,0.378438,,,,,,,,
2,106614,,0.176718,,,,,,,,
3,133226,,0.0752075,,,,,,,,
4,159835,,0.0341034,,,,,,,,
5,186446,,0.0120012,,,,,,,,
0,170361,,,0.0,,,,,,,
1,157161,,,0.0,,,,,,,
2,130745,,,0.0,,,,,,,
3,117545,,,0.0,,,,,,,
4,91133,,,0.0,,,,,,,
5,64733,,,0.0,,,,,,,
6,51537,,,0.0,,,,,,,
7,25426,,,0.0205021,,,,,,,
8,17934,,,0.327633,,,,,,,
9,17934,,,0.327633,,,,,,,
10,17934,,,0.327633,,,,,,,
0,17934,,,,0.327633,,,,,,
1,17934,,,,0.327633,,,,,,
2,17934,,,,0.327633,,,,,,
3,17934,,,,0.327633,,,,,,
4,17934,,,,0.327633,,,,,,
5,17934,,,,0.327633,,,,,,
6,17934,,,,0.327633,,,,,,
7,17934,,,,0.327633,,,,,,
8,17934,,,,0.327633,,,,,,
9,17934,,,,0.327633,,,,,,
10,18048,,,,0.327633,,,,,,
11,20770,,,,0.327533,,,,,,
12,80553,,,,0.320432,,,,,,
13,170361,,,,0.0,,,,,,
14,170361,,,,0.0,,,,,,
0,17886,,,,,0.327633,,,,,
0,112432,,,,,,0.0,,,,
1,109308,,,,,,0.0,,,,
2,107433,,,,,,0.0,,,,
3,106182,,,,,,0.0,,,,
4,105289,,,,,,0.0,,,,
5,104620,,,,,,0.0,,,,
0,97656,,,,,,,0.0,,,
1,94532,,,,,,,0.0,,,
2,92657,,,,,,,0.0,,,
3,91406,,,,,,,0.0,,,
4,90513,,,,,,,0.0,,,
5,89844,,,,,,,0.0,,,
0,82879,,,,,,,,0.0,,
1,79755,,,,,,,,0.0,,
2,77880,,,,,,,,0.0,,
3,76629,,,,,,,,0.0,,
4,75736,,,,,,,,0.0,,
5,75067,,,,,,,,0.0,,
0,17886,,,,,0.327633,,,,,
1,19142,,,,,0.327633,,,,,
2,20390,,,,,0.327633,,,,,
3,21638,,,,,0.327633,,,,,
4,22886,,,,,0.171417,,,,,
5,24142,,,,,0.0888089,,,,,
6,25390,,,,,0.0484048,,,,,
7,26638,,,,,0.0254025,,,,,
8,27886,,,,,0.0136014,,,,,
0,17886,,,,,,,,,0.327633,
0,170329,,,,,,,,,,0.0
