,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.977219,,,,,,,,,
1,25034,0.792729,,,,,,,,,
2,37534,0.535057,,,,,,,,,
3,50034,0.376653,,,,,,,,,
4,62534,0.306775,,,,,,,,,
5,75034,0.267587,,,,,,,,,
6,87534,0.251771,,,,,,,,,
7,100034,0.245042,,,,,,,,,
0,57852,,0.0865203,,,,,,,,
1,86727,,0.0129839,,,,,,,,
2,115571,,0.00153447,,,,,,,,
3,144434,,0.0,,,,,,,,
4,173290,,0.000118036,,,,,,,,
5,202151,,0.0,,,,,,,,
0,74650,,,0.0,,,,,,,
1,73025,,,0.132082,,,,,,,
2,69791,,,0.132082,,,,,,,
3,51929,,,0.511922,,,,,,,
4,47892,,,0.511922,,,,,,,
5,25564,,,0.842422,,,,,,,
6,19217,,,0.842422,,,,,,,
7,18215,,,0.842422,,,,,,,
8,17570,,,0.849386,,,,,,,
9,17549,,,0.849386,,,,,,,
10,17549,,,0.849386,,,,,,,
0,17549,,,,0.849386,,,,,,
1,17549,,,,0.849386,,,,,,
2,17549,,,,0.849386,,,,,,
3,17549,,,,0.849386,,,,,,
4,17552,,,,0.849268,,,,,,
5,17597,,,,0.848324,,,,,,
6,17779,,,,0.843957,,,,,,
7,18348,,,,0.833333,,,,,,
8,20823,,,,0.791785,,,,,,
9,30542,,,,0.625236,,,,,,
10,47559,,,,0.362606,,,,,,
11,62007,,,,0.15923,,,,,,
12,70681,,,,0.0509915,,,,,,
13,73957,,,,0.00826251,,,,,,
14,74553,,,,0.00106232,,,,,,
0,59721,,,,,0.132082,,,,,
0,60332,,,,,,0.261686,,,,
1,55748,,,,,,0.265581,,,,
2,52997,,,,,,0.273961,,,,
3,51162,,,,,,0.284112,,,,
4,49852,,,,,,0.284466,,,,
5,48870,,,,,,0.288598,,,,
0,55162,,,,,,,0.261686,,,
1,50578,,,,,,,0.265581,,,
2,47827,,,,,,,0.273961,,,
3,45992,,,,,,,0.284112,,,
4,44682,,,,,,,0.284466,,,
5,43700,,,,,,,0.288598,,,
0,49992,,,,,,,,0.261686,,
1,45408,,,,,,,,0.265581,,
2,42657,,,,,,,,0.273961,,
3,40822,,,,,,,,0.284112,,
4,39512,,,,,,,,0.284466,,
5,38530,,,,,,,,0.288598,,
0,59721,,,,,0.132082,,,,,
1,60977,,,,,0.132082,,,,,
2,62225,,,,,0.132082,,,,,
3,63473,,,,,0.132082,,,,,
4,64721,,,,,0.132082,,,,,
5,65977,,,,,0.132082,,,,,
6,67225,,,,,0.132082,,,,,
7,68473,,,,,0.132082,,,,,
8,69721,,,,,0.132082,,,,,
0,59721,,,,,,,,,0.132082,
0,74618,,,,,,,,,,0.0
