,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.1283,,,,,,,,,
1,25034,0.0217,,,,,,,,,
2,37534,0.0056,,,,,,,,,
3,50034,0.0015,,,,,,,,,
4,62534,0.0009,,,,,,,,,
5,75034,0.0007,,,,,,,,,
6,87534,0.0005,,,,,,,,,
7,100034,0.0004,,,,,,,,,
0,52728,,0.9868,,,,,,,,
1,78997,,0.9334,,,,,,,,
2,105258,,0.7629,,,,,,,,
3,131524,,0.4401,,,,,,,,
4,157785,,0.0515,,,,,,,,
5,184046,,0.0137,,,,,,,,
0,122563,,,0.0,,,,,,,
1,109636,,,0.0,,,,,,,
2,84615,,,0.0,,,,,,,
3,72754,,,0.0,,,,,,,
4,51612,,,0.0,,,,,,,
5,35315,,,0.0,,,,,,,
6,29663,,,0.0,,,,,,,
7,23565,,,0.0036,,,,,,,
8,22592,,,0.0417,,,,,,,
9,22390,,,0.2674,,,,,,,
10,22390,,,0.2674,,,,,,,
0,22390,,,,0.2674,,,,,,
1,22390,,,,0.2674,,,,,,
2,22627,,,,0.2674,,,,,,
3,23269,,,,0.2674,,,,,,
4,24939,,,,0.2674,,,,,,
5,27895,,,,0.2674,,,,,,
6,32676,,,,0.2674,,,,,,
7,40165,,,,0.2674,,,,,,
8,50532,,,,0.2674,,,,,,
9,64470,,,,0.2674,,,,,,
10,80272,,,,0.2674,,,,,,
11,97042,,,,0.2671,,,,,,
12,110753,,,,0.2654,,,,,,
13,119849,,,,0.2343,,,,,,
14,122563,,,,0.0,,,,,,
0,22751,,,,,0.2674,,,,,
0,83634,,,,,,0.0034,,,,
1,80488,,,,,,0.0034,,,,
2,78601,,,,,,0.0034,,,,
3,77342,,,,,,0.0034,,,,
4,76443,,,,,,0.0034,,,,
5,75769,,,,,,0.0034,,,,
0,73424,,,,,,,0.0108,,,
1,70278,,,,,,,0.0108,,,
2,68391,,,,,,,0.0108,,,
3,67132,,,,,,,0.0108,,,
4,66233,,,,,,,0.0108,,,
5,65559,,,,,,,0.0108,,,
0,63215,,,,,,,,0.0329,,
1,60069,,,,,,,,0.0329,,
2,58182,,,,,,,,0.0329,,
3,56923,,,,,,,,0.0329,,
4,56024,,,,,,,,0.0329,,
5,55350,,,,,,,,0.0329,,
0,22751,,,,,0.2674,,,,,
1,24007,,,,,0.2674,,,,,
2,25255,,,,,0.2674,,,,,
3,26511,,,,,0.2674,,,,,
4,27759,,,,,0.134,,,,,
5,29007,,,,,0.0724,,,,,
6,30255,,,,,0.0366,,,,,
7,31511,,,,,0.019,,,,,
8,32759,,,,,0.01,,,,,
0,22751,,,,,,,,,0.2674,
0,122636,,,,,,,,,,0.0
