,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.999616,,,,,,,,,
1,25034,0.982443,,,,,,,,,
2,37534,0.936178,,,,,,,,,
3,50034,0.838652,,,,,,,,,
4,62534,0.727284,,,,,,,,,
5,75034,0.618865,,,,,,,,,
6,87534,0.52121,,,,,,,,,
7,100034,0.441625,,,,,,,,,
0,53393,,0.716007,,,,,,,,
1,80002,,0.38357,,,,,,,,
2,106614,,0.173523,,,,,,,,
3,133226,,0.0702294,,,,,,,,
4,159835,,0.0366526,,,,,,,,
5,186446,,0.013969,,,,,,,,
0,170361,,,0.0,,,,,,,
1,157161,,,1.0,,,,,,,
2,130745,,,1.0,,,,,,,
3,117545,,,1.0,,,,,,,
4,91133,,,1.0,,,,,,,
5,64733,,,1.0,,,,,,,
6,51537,,,1.0,,,,,,,
7,25426,,,1.0,,,,,,,
8,17934,,,1.0,,,,,,,
9,17934,,,1.0,,,,,,,
10,17934,,,1.0,,,,,,,
0,17934,,,,1.0,,,,,,
1,17934,,,,1.0,,,,,,
2,17934,,,,1.0,,,,,,
3,17934,,,,1.0,,,,,,
4,17934,,,,1.0,,,,,,
5,17934,,,,1.0,,,,,,
6,17934,,,,1.0,,,,,,
7,17934,,,,1.0,,,,,,
8,17934,,,,1.0,,,,,,
9,17934,,,,1.0,,,,,,
10,18048,,,,0.998847,,,,,,
11,20770,,,,0.977957,,,,,,
12,80553,,,,0.564911,,,,,,
13,170361,,,,0.0,,,,,,
14,170361,,,,0.0,,,,,,
0,17886,,,,,1.0,,,,,
0,112432,,,,,,0.292195,,,,
1,109308,,,,,,0.303857,,,,
2,107433,,,,,,0.325388,,,,
3,106182,,,,,,0.341279,,,,
4,105289,,,,,,0.350122,,,,
5,104620,,,,,,0.36832,,,,
0,97656,,,,,,,0.292195,,,
1,94532,,,,,,,0.303857,,,
2,92657,,,,,,,0.325388,,,
3,91406,,,,,,,0.341279,,,
4,90513,,,,,,,0.350122,,,
5,89844,,,,,,,0.36832,,,
0,82879,,,,,,,,0.292195,,
1,79755,,,,,,,,0.303857,,
2,77880,,,,,,,,0.325388,,
3,76629,,,,,,,,0.341279,,
4,75736,,,,,,,,0.350122,,
5,75067,,,,,,,,0.36832,,
0,17886,,,,,1.0,,,,,
1,19142,,,,,1.0,,,,,
2,20390,,,,,1.0,,,,,
3,21638,,,,,1.0,,,,,
4,22886,,,,,1.0,,,,,
5,24142,,,,,1.0,,,,,
6,25390,,,,,1.0,,,,,
7,26638,,,,,1.0,,,,,
8,27886,,,,,1.0,,,,,
0,17886,,,,,,,,,1.0,
0,170329,,,,,,,,,,0.0
