,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.99662,,,,,,,,,
1,25034,0.947615,,,,,,,,,
2,37534,0.828155,,,,,,,,,
3,50034,0.66411,,,,,,,,,
4,62534,0.523463,,,,,,,,,
5,75034,0.428961,,,,,,,,,
6,87534,0.354088,,,,,,,,,
7,100034,0.308202,,,,,,,,,
0,52728,,0.987651,,,,,,,,
1,78997,,0.930846,,,,,,,,
2,105258,,0.767841,,,,,,,,
3,131524,,0.483297,,,,,,,,
4,157785,,0.199792,,,,,,,,
5,184046,,0.0600546,,,,,,,,
0,122563,,,0.0,,,,,,,
1,109636,,,0.985961,,,,,,,
2,84615,,,0.988951,,,,,,,
3,72754,,,0.990511,,,,,,,
4,51612,,,0.990511,,,,,,,
5,35315,,,0.990511,,,,,,,
6,29663,,,0.990511,,,,,,,
7,23565,,,0.990511,,,,,,,
8,22592,,,0.990511,,,,,,,
9,22390,,,0.990511,,,,,,,
10,22390,,,0.990511,,,,,,,
0,22390,,,,0.990511,,,,,,
1,22390,,,,0.990511,,,,,,
2,22627,,,,0.973612,,,,,,
3,23269,,,,0.949435,,,,,,
4,24939,,,,0.907448,,,,,,
5,27895,,,,0.848434,,,,,,
6,32676,,,,0.77356,,,,,,
7,40165,,,,0.678279,,,,,,
8,50532,,,,0.563499,,,,,,
9,64470,,,,0.432731,,,,,,
10,80272,,,,0.300663,,,,,,
11,97042,,,,0.169505,,,,,,
12,110753,,,,0.0739633,,,,,,
13,119849,,,,0.0154686,,,,,,
14,122563,,,,0.0,,,,,,
0,22751,,,,,0.985961,,,,,
0,83634,,,,,,0.286754,,,,
1,80488,,,,,,0.311062,,,,
2,78601,,,,,,0.318731,,,,
3,77342,,,,,,0.33498,,,,
4,76443,,,,,,0.356948,,,,
5,75769,,,,,,0.371507,,,,
0,73424,,,,,,,0.286754,,,
1,70278,,,,,,,0.311062,,,
2,68391,,,,,,,0.318731,,,
3,67132,,,,,,,0.33498,,,
4,66233,,,,,,,0.356948,,,
5,65559,,,,,,,0.371507,,,
0,63215,,,,,,,,0.286754,,
1,60069,,,,,,,,0.311062,,
2,58182,,,,,,,,0.318731,,
3,56923,,,,,,,,0.33498,,
4,56024,,,,,,,,0.356948,,
5,55350,,,,,,,,0.371507,,
0,22751,,,,,0.985961,,,,,
1,24007,,,,,0.985961,,,,,
2,25255,,,,,0.985701,,,,,
3,26511,,,,,0.985701,,,,,
4,27759,,,,,0.976862,,,,,
5,29007,,,,,0.972702,,,,,
6,30255,,,,,0.970623,,,,,
7,31511,,,,,0.968803,,,,,
8,32759,,,,,0.968153,,,,,
0,22751,,,,,,,,,0.985961,
0,122636,,,,,,,,,,0.00389965
