,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.99923,,,,,,,,,
1,25034,0.985624,,,,,,,,,
2,37534,0.937107,,,,,,,,,
3,50034,0.849185,,,,,,,,,
4,62534,0.750481,,,,,,,,,
5,75034,0.640226,,,,,,,,,
6,87534,0.549352,,,,,,,,,
7,100034,0.479271,,,,,,,,,
0,53393,,0.931459,,,,,,,,
1,80002,,0.792838,,,,,,,,
2,106614,,0.572199,,,,,,,,
3,133226,,0.32268,,,,,,,,
4,159835,,0.102298,,,,,,,,
5,186446,,0.0101399,,,,,,,,
0,170361,,,0.0,,,,,,,
1,157161,,,0.145553,,,,,,,
2,130745,,,0.38891,,,,,,,
3,117545,,,0.497754,,,,,,,
4,91133,,,0.682839,,,,,,,
5,64733,,,0.837248,,,,,,,
6,51537,,,0.893082,,,,,,,
7,25426,,,0.976896,,,,,,,
8,17934,,,0.991785,,,,,,,
9,17934,,,0.991785,,,,,,,
10,17934,,,0.991785,,,,,,,
0,17934,,,,0.991785,,,,,,
1,17934,,,,0.991785,,,,,,
2,17934,,,,0.991785,,,,,,
3,17934,,,,0.991785,,,,,,
4,17934,,,,0.991785,,,,,,
5,17934,,,,0.991785,,,,,,
6,17934,,,,0.991785,,,,,,
7,17934,,,,0.991785,,,,,,
8,17934,,,,0.991785,,,,,,
9,17934,,,,0.991785,,,,,,
10,18048,,,,0.990759,,,,,,
11,20770,,,,0.971634,,,,,,
12,80553,,,,0.569247,,,,,,
13,170361,,,,0.0,,,,,,
14,170361,,,,0.0,,,,,,
0,17886,,,,,0.991785,,,,,
0,112432,,,,,,0.490951,,,,
1,109308,,,,,,0.493903,,,,
2,107433,,,,,,0.494802,,,,
3,106182,,,,,,0.49647,,,,
4,105289,,,,,,0.499936,,,,
5,104620,,,,,,0.503273,,,,
0,97656,,,,,,,0.597869,,,
1,94532,,,,,,,0.600821,,,
2,92657,,,,,,,0.60172,,,
3,91406,,,,,,,0.603389,,,
4,90513,,,,,,,0.606854,,,
5,89844,,,,,,,0.610191,,,
0,82879,,,,,,,,0.709023,,
1,79755,,,,,,,,0.711975,,
2,77880,,,,,,,,0.712874,,
3,76629,,,,,,,,0.714542,,
4,75736,,,,,,,,0.718008,,
5,75067,,,,,,,,0.721345,,
0,17886,,,,,0.991785,,,,,
1,19142,,,,,0.991785,,,,,
2,20390,,,,,0.990759,,,,,
3,21638,,,,,0.990759,,,,,
4,22886,,,,,0.97587,,,,,
5,24142,,,,,0.969452,,,,,
6,25390,,,,,0.964446,,,,,
7,26638,,,,,0.962906,,,,,
8,27886,,,,,0.962007,,,,,
0,17886,,,,,,,,,0.991785,
0,170329,,,,,,,,,,0.0
