,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.996915,,,,,,,,,
1,25034,0.956555,,,,,,,,,
2,37534,0.834062,,,,,,,,,
3,50034,0.674165,,,,,,,,,
4,62534,0.545887,,,,,,,,,
5,75034,0.43599,,,,,,,,,
6,87534,0.365681,,,,,,,,,
7,100034,0.312211,,,,,,,,,
0,54528,,0.468252,,,,,,,,
1,81712,,0.176607,,,,,,,,
2,108909,,0.053856,,,,,,,,
3,136097,,0.0181234,,,,,,,,
4,163284,,0.00475578,,,,,,,,
5,190478,,0.00128535,,,,,,,,
0,127773,,,0.0,,,,,,,
1,114573,,,1.0,,,,,,,
2,88209,,,1.0,,,,,,,
3,71781,,,1.0,,,,,,,
4,46570,,,1.0,,,,,,,
5,28602,,,1.0,,,,,,,
6,24771,,,1.0,,,,,,,
7,23000,,,1.0,,,,,,,
8,22928,,,1.0,,,,,,,
9,22922,,,1.0,,,,,,,
10,22922,,,1.0,,,,,,,
0,22922,,,,1.0,,,,,,
1,22922,,,,1.0,,,,,,
2,22932,,,,0.998972,,,,,,
3,22972,,,,0.997558,,,,,,
4,23142,,,,0.992931,,,,,,
5,23926,,,,0.978021,,,,,,
6,27071,,,,0.931105,,,,,,
7,37199,,,,0.801799,,,,,,
8,59873,,,,0.555527,,,,,,
9,91023,,,,0.286375,,,,,,
10,112642,,,,0.108997,,,,,,
11,123536,,,,0.0260925,,,,,,
12,126537,,,,0.00514139,,,,,,
13,127269,,,,0.000514139,,,,,,
14,127773,,,,0.0,,,,,,
0,22874,,,,,1.0,,,,,
0,85149,,,,,,0.29036,,,,
1,82025,,,,,,0.309897,,,,
2,80150,,,,,,0.326093,,,,
3,78899,,,,,,0.342931,,,,
4,78006,,,,,,0.36581,,,,
5,77337,,,,,,0.374422,,,,
0,74677,,,,,,,0.29036,,,
1,71553,,,,,,,0.309897,,,
2,69678,,,,,,,0.326093,,,
3,68427,,,,,,,0.342931,,,
4,67534,,,,,,,0.36581,,,
5,66865,,,,,,,0.374422,,,
0,64206,,,,,,,,0.29036,,
1,61082,,,,,,,,0.309897,,
2,59207,,,,,,,,0.326093,,
3,57956,,,,,,,,0.342931,,
4,57063,,,,,,,,0.36581,,
5,56394,,,,,,,,0.374422,,
0,22874,,,,,1.0,,,,,
1,24138,,,,,1.0,,,,,
2,25386,,,,,1.0,,,,,
3,26634,,,,,1.0,,,,,
4,27882,,,,,0.999357,,,,,
5,29130,,,,,0.9991,,,,,
6,30378,,,,,0.998972,,,,,
7,31634,,,,,0.998972,,,,,
8,32882,,,,,0.998972,,,,,
0,22874,,,,,,,,,1.0,
0,127741,,,,,,,,,,0.0
