,Memory usage,Prefix-BF,Prefix-QF
0,79008,0.391771,
1,157944,0.155732,
2,236875,0.0638415,
3,315812,0.0254832,
4,394744,0.0103386,
5,473676,0.00452408,
6,552613,0.00198763,
7,631548,0.00102348,
8,710479,0.000474658,
9,789413,0.000237329,
10,868348,0.000103831,
11,947279,1.48331e-05,
12,1026215,2.96661e-05,
13,1105147,2.96661e-05,
14,1184082,0.0,
15,1263015,1.48331e-05,
16,1341950,0.0,
17,1420883,0.0,
18,1499816,0.0,
19,1578749,0.0,
20,1657685,0.0,
21,1736617,0.0,
22,1815549,0.0,
23,1894484,0.0,
24,1973418,0.0,
25,262144,,0.263465
26,327680,,0.142368
27,393216,,0.0748476
28,458752,,0.0384473
29,524288,,0.0199208
30,589824,,0.0100865
31,655360,,0.0052509
32,720896,,0.00268478
33,786432,,0.00123114
34,851968,,0.000578489
35,917504,,0.000355993
36,983040,,0.000207663
