,Memory usage,Prefix-BF,Prefix-QF
0,88895,0.774044,
1,177716,0.525368,
2,266538,0.384482,
3,355362,0.281478,
4,444183,0.204675,
5,533003,0.146486,
6,621825,0.107378,
7,710649,0.0804432,
8,799471,0.058909,
9,888293,0.0424417,
10,977114,0.033268,
11,1065937,0.0241743,
12,1154758,0.0181341,
13,1243578,0.0132139,
14,1332403,0.00965372,
15,1421224,0.00690694,
16,1510047,0.00552022,
17,1598870,0.00392016,
18,1687691,0.00317346,
19,1776512,0.00209342,
20,1865333,0.00156006,
21,1954156,0.00124005,
22,2042975,0.000920037,
23,2131800,0.000706695,
24,2220624,0.000506687,
25,1048576,,0.170167
26,1310720,,0.0896969
27,1572864,,0.0455352
28,1835008,,0.0224809
29,2097152,,0.0109604
30,2359296,,0.00593357
31,2621440,,0.0033468
32,2883584,,0.00170673
33,3145728,,0.000840034
34,3407872,,0.000426684
35,3670016,,0.000226676
36,3932160,,0.000120005
