,Memory usage,Prefix-BF,Prefix-QF
0,88895,0.703855,
1,177716,0.459,
2,266538,0.312625,
3,355362,0.21403,
4,444183,0.143651,
5,533003,0.100244,
6,621825,0.0684293,
7,710649,0.0487102,
8,799471,0.0335053,
9,888293,0.0229579,
10,977114,0.0163371,
11,1065937,0.0117082,
12,1154758,0.00828318,
13,1243578,0.00534537,
14,1332403,0.00402694,
15,1421224,0.00303812,
16,1510047,0.00194898,
17,1598870,0.00160504,
18,1687691,0.00108914,
19,1776512,0.000587561,
20,1865333,0.000544569,
21,1954156,0.000214961,
22,2042975,0.000243623,
23,2131800,0.000243623,
24,2220624,0.000143308,
25,1048576,,0.175351
26,1310720,,0.0917168
27,1572864,,0.0468329
28,1835008,,0.0239754
29,2097152,,0.0119662
30,2359296,,0.0059186
31,2621440,,0.00302379
32,2883584,,0.00143308
33,3145728,,0.000730868
34,3407872,,0.000444253
35,3670016,,0.000243623
36,3932160,,8.59845e-05
