,Memory usage,Prefix-BF,Prefix-QF
0,81788,0.466239,
1,163500,0.219619,
2,245213,0.100789,
3,326928,0.0480546,
4,408638,0.0229739,
5,490352,0.0104936,
6,572064,0.00520014,
7,653776,0.00264007,
8,735486,0.0011867,
9,817202,0.000600016,
10,898913,0.000240006,
11,980627,0.000146671,
12,1062338,4.00011e-05,
13,1144051,4.00011e-05,
14,1225765,2.66674e-05,
15,1307477,1.33337e-05,
16,1389191,0.0,
17,1470901,0.0,
18,1552612,0.0,
19,1634328,0.0,
20,1716040,0.0,
21,1797755,0.0,
22,1879464,0.0,
23,1961178,0.0,
24,2042891,0.0,
25,524288,,0.209019
26,655360,,0.110403
27,786432,,0.0568682
28,917504,,0.0290541
29,1048576,,0.0132137
30,1179648,,0.00665351
31,1310720,,0.00365343
32,1441792,,0.00182672
33,1572864,,0.00086669
34,1703936,,0.000400011
35,1835008,,0.000266674
36,1966080,,0.00010667
