,Memory usage,Prefix-BF,Prefix-QF
0,81788,0.528613,
1,163500,0.28108,
2,245213,0.150296,
3,326928,0.0802317,
4,408638,0.0433406,
5,490352,0.0234246,
6,572064,0.0136606,
7,653776,0.00750959,
8,735486,0.00488198,
9,817202,0.00232902,
10,898913,0.00162733,
11,980627,0.000686762,
12,1062338,0.000447888,
13,1144051,0.000238874,
14,1225765,0.000238874,
15,1307477,0.000119437,
16,1389191,1.49296e-05,
17,1470901,5.97184e-05,
18,1552612,2.98592e-05,
19,1634328,1.49296e-05,
20,1716040,0.0,
21,1797755,1.49296e-05,
22,1879464,0.0,
23,1961178,0.0,
24,2042891,0.0,
25,524288,,0.207313
26,655360,,0.110419
27,786432,,0.0560607
28,917504,,0.0278437
29,1048576,,0.0140338
30,1179648,,0.00719607
31,1310720,,0.00349353
32,1441792,,0.00170198
33,1572864,,0.000836058
34,1703936,,0.000477747
35,1835008,,0.000238874
36,1966080,,5.97184e-05
