,Memory usage,Prefix-BF,Prefix-QF
0,81788,0.591045,
1,163500,0.348928,
2,245213,0.201794,
3,326928,0.118611,
4,408638,0.0719931,
5,490352,0.0422225,
6,572064,0.0257911,
7,653776,0.0143515,
8,735486,0.00887434,
9,817202,0.0056158,
10,898913,0.00325855,
11,980627,0.00203833,
12,1062338,0.00120636,
13,1144051,0.000998364,
14,1225765,0.000443717,
15,1307477,0.000332788,
16,1389191,0.00018026,
17,1470901,9.70631e-05,
18,1552612,4.15985e-05,
19,1634328,2.77323e-05,
20,1716040,1.38662e-05,
21,1797755,4.15985e-05,
22,1879464,0.0,
23,1961178,0.0,
24,2042891,1.38662e-05,
25,524288,,0.207743
26,655360,,0.110472
27,786432,,0.0568097
28,917504,,0.0287723
29,1048576,,0.0147536
30,1179648,,0.00711334
31,1310720,,0.00353587
32,1441792,,0.00173327
33,1572864,,0.000845836
34,1703936,,0.000429851
35,1835008,,0.000138662
36,1966080,,9.70631e-05
