,Memory usage,Prefix-BF,Prefix-QF
0,59586,0.191228,
1,119100,0.0371619,
2,178610,0.00764617,
3,238121,0.00169255,
4,297633,0.000356326,
5,357144,1.48469e-05,
6,416655,0.0,
7,476167,0.0,
8,535679,0.0,
9,595189,0.0,
10,654701,0.0,
11,714213,0.0,
12,773720,0.0,
13,833233,0.0,
14,892744,0.0,
15,952254,0.0,
16,1011770,0.0,
17,1071279,0.0,
18,1130788,0.0,
19,1190300,0.0,
20,1249810,0.0,
21,1309321,0.0,
22,1368834,0.0,
23,1428346,0.0,
24,1487851,0.0,
25,131072,,0.220076
26,163840,,0.118003
27,196608,,0.0610209
28,229376,,0.0306144
29,262144,,0.0150696
30,294912,,0.00755709
31,327680,,0.00374143
32,360448,,0.00200434
33,393216,,0.00108383
34,425984,,0.000593877
35,458752,,0.000326632
36,491520,,0.000148469
