,Memory usage,Prefix-BF,Prefix-QF
0,90308,0.551219,
1,180528,0.306573,
2,270749,0.171438,
3,360970,0.0950431,
4,451191,0.0522534,
5,541411,0.0294397,
6,631632,0.0166909,
7,721853,0.0095756,
8,812077,0.00539588,
9,902296,0.00294956,
10,992517,0.00176135,
11,1082737,0.000880675,
12,1172961,0.000391411,
13,1263183,0.000363453,
14,1353403,0.000209685,
15,1443622,0.000111832,
16,1533844,6.98949e-05,
17,1624067,2.7958e-05,
18,1714287,2.7958e-05,
19,1804508,0.0,
20,1894729,1.3979e-05,
21,1984947,0.0,
22,2075171,1.3979e-05,
23,2165391,0.0,
24,2255615,0.0,
25,524288,,0.215081
26,655360,,0.115089
27,786432,,0.0593967
28,917504,,0.029915
29,1048576,,0.0151951
30,1179648,,0.00753467
31,1310720,,0.00357862
32,1441792,,0.00170544
33,1572864,,0.00082476
34,1703936,,0.00040539
35,1835008,,0.000223664
36,1966080,,0.000111832
