,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,CHaREQ,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,
1,137534,1.0,,,,,,
2,262534,0.998925,,,,,,
3,387534,0.99594,,,,,,
4,512534,0.994088,,,,,,
5,637534,0.993049,,,,,,
6,762534,0.992715,,,,,,
7,887534,0.992655,,,,,,
0,556195,,0.0,,,,,
1,539610,,0.133315,,,,,
2,510124,,0.139525,,,,,
3,383020,,0.440156,,,,,
4,325483,,0.467994,,,,,
5,250270,,0.564681,,,,,
6,234384,,0.575549,,,,,
7,231533,,0.576433,,,,,
8,231126,,0.57654,,,,,
9,230438,,0.57654,,,,,
10,230438,,0.57654,,,,,
0,230438,,,0.57654,,,,
1,230438,,,0.57654,,,,
2,230859,,,0.573244,,,,
3,232351,,,0.567213,,,,
4,235819,,,0.557742,,,,
5,255707,,,0.503475,,,,
6,287356,,,0.432178,,,,
7,328326,,,0.353835,,,,
8,375737,,,0.275038,,,,
9,440934,,,0.163363,,,,
10,492238,,,0.0836339,,,,
11,525524,,,0.0371773,,,,
12,543147,,,0.0144147,,,,
13,551511,,,0.00469343,,,,
14,554679,,,0.00108677,,,,
0,576905,,,,0.718693,,,
1,547769,,,,0.725691,,,
2,523561,,,,0.733227,,,
3,502843,,,,0.743712,,,
4,485273,,,,0.751117,,,
5,469840,,,,0.757386,,,
6,456174,,,,0.764922,,,
7,444326,,,,0.77321,,,
8,433759,,,,0.780161,,,
9,424199,,,,0.785619,,,
0,454129,,,,,0.13384,,
1,466641,,,,,0.13384,,
2,479137,,,,,0.13384,,
3,491633,,,,,0.13384,,
4,504137,,,,,0.132276,,
5,516641,,,,,0.131058,,
6,529137,,,,,0.130664,,
7,541633,,,,,0.130461,,
8,554137,,,,,0.130341,,
0,454129,,,,,,0.13384,
0,556212,,,,,,,0.00032245
