,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,CHaREQ,SuRF Real,SuRF Base,FST
0,12534,0.983056,,,,,,
1,137534,0.748663,,,,,,
2,262534,0.734522,,,,,,
3,387534,0.6974,,,,,,
4,512534,0.668923,,,,,,
5,637534,0.657993,,,,,,
6,762534,0.653229,,,,,,
7,887534,0.651893,,,,,,
0,556195,,0.000172458,,,,,
1,539610,,0.400125,,,,,
2,510124,,0.406204,,,,,
3,383020,,0.625808,,,,,
4,325483,,0.667069,,,,,
5,250270,,0.723722,,,,,
6,234384,,0.745257,,,,,
7,231533,,0.74944,,,,,
8,231126,,0.75056,,,,,
9,230438,,0.750647,,,,,
10,230438,,0.750647,,,,,
0,230438,,,0.750647,,,,
1,230438,,,0.750647,,,,
2,230859,,,0.739976,,,,
3,232351,,,0.721286,,,,
4,235819,,,0.692334,,,,
5,255707,,,0.614405,,,,
6,287356,,,0.512783,,,,
7,328326,,,0.396309,,,,
8,375737,,,0.280978,,,,
9,440934,,,0.167134,,,,
10,492238,,,0.085604,,,,
11,525524,,,0.0372726,,,,
12,543147,,,0.0149392,,,,
13,551511,,,0.00474261,,,,
14,554679,,,0.00116409,,,,
0,576905,,,,0.670777,,,
1,547769,,,,0.673148,,,
2,523561,,,,0.673924,,,
3,502843,,,,0.67705,,,
4,485273,,,,0.679465,,,
5,469840,,,,0.681944,,,
6,456174,,,,0.684035,,,
7,444326,,,,0.684617,,,
8,433759,,,,0.685781,,,
9,424199,,,,0.689338,,,
0,454129,,,,,0.435199,,
1,466641,,,,,0.435199,,
2,479137,,,,,0.435026,,
3,491633,,,,,0.435026,,
4,504137,,,,,0.42304,,
5,516641,,,,,0.415862,,
6,529137,,,,,0.406334,,
7,541633,,,,,0.400405,,
8,554137,,,,,0.398444,,
0,454129,,,,,,0.435199,
0,556212,,,,,,,0.000495818
