,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0387194,,,,,,,,,,
1,25034,0.00630315,,,,,,,,,,
2,37534,0.0022011,,,,,,,,,,
3,50034,0.0018009,,,,,,,,,,
4,62534,0.00130065,,,,,,,,,,
5,75034,0.0006003,,,,,,,,,,
6,87534,0.0004002,,,,,,,,,,
7,100034,0.0006003,,,,,,,,,,
0,52479,,0.992596,,,,,,,,,
1,78619,,0.961681,,,,,,,,,
2,104745,,0.892846,,,,,,,,,
3,130886,,0.789795,,,,,,,,,
4,157021,,0.625513,,,,,,,,,
5,183155,,0.388694,,,,,,,,,
0,149235,,,0.00050025,,,,,,,,
1,136055,,,0.0010005,,,,,,,,
2,109814,,,0.00590295,,,,,,,,
3,96858,,,0.0109055,,,,,,,,
4,71805,,,0.0327164,,,,,,,,
5,49346,,,0.0883442,,,,,,,,
6,40062,,,0.126863,,,,,,,,
7,27514,,,0.213007,,,,,,,,
8,24727,,,0.247324,,,,,,,,
9,23797,,,0.266133,,,,,,,,
10,23797,,,0.266133,,,,,,,,
0,23797,,,,0.266133,,,,,,,
1,23797,,,,0.266133,,,,,,,
2,23833,,,,0.266033,,,,,,,
3,23951,,,,0.265333,,,,,,,
4,24372,,,,0.262831,,,,,,,
5,25317,,,,0.25993,,,,,,,
6,27221,,,,0.255828,,,,,,,
7,30985,,,,0.246423,,,,,,,
8,37530,,,,0.227314,,,,,,,
9,49458,,,,0.1998,,,,,,,
10,66674,,,,0.164882,,,,,,,
11,88582,,,,0.122061,,,,,,,
12,114857,,,,0.074037,,,,,,,
13,137181,,,,0.0304152,,,,,,,
14,149235,,,,0.00050025,,,,,,,
0,23795,,,,,0.266033,,,,,,
0,112576,,,,,,0.00030015,,,,,
1,109450,,,,,,0.00030015,,,,,
2,107575,,,,,,0.00050025,,,,,
3,106325,,,,,,0.00030015,,,,,
4,105431,,,,,,0.0004002,,,,,
5,104762,,,,,,0.0004002,,,,,
0,100145,,,,,,,0.00030015,,,,
1,97019,,,,,,,0.00030015,,,,
2,95144,,,,,,,0.00050025,,,,
3,93894,,,,,,,0.00030015,,,,
4,93000,,,,,,,0.0004002,,,,
5,92331,,,,,,,0.0004002,,,,
0,87714,,,,,,,,0.00030015,,,
1,84588,,,,,,,,0.0004002,,,
2,82713,,,,,,,,0.00050025,,,
3,81463,,,,,,,,0.0004002,,,
4,80569,,,,,,,,0.0004002,,,
5,79900,,,,,,,,0.0004002,,,
0,75282,,,,,,,,,0.0010005,,
1,72156,,,,,,,,,0.0010005,,
2,70281,,,,,,,,,0.00110055,,
3,69031,,,,,,,,,0.00110055,,
4,68137,,,,,,,,,0.0010005,,
5,67468,,,,,,,,,0.00110055,,
0,23795,,,,,0.266033,,,,,,
1,25051,,,,,0.266033,,,,,,
2,26299,,,,,0.195698,,,,,,
3,27547,,,,,0.155078,,,,,,
4,28803,,,,,0.126863,,,,,,
5,30051,,,,,0.110355,,,,,,
6,31299,,,,,0.102951,,,,,,
7,32547,,,,,0.0993497,,,,,,
8,33803,,,,,0.0971486,,,,,,
0,23795,,,,,,,,,,0.266033,
0,149211,,,,,,,,,,,0.0006003
