,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.999677,,,,,,,,,,
1,25034,0.983624,,,,,,,,,,
2,37534,0.936652,,,,,,,,,,
3,50034,0.834626,,,,,,,,,,
4,62534,0.725706,,,,,,,,,,
5,75034,0.580909,,,,,,,,,,
6,87534,0.469942,,,,,,,,,,
7,100034,0.364577,,,,,,,,,,
0,52392,,0.907563,,,,,,,,,
1,78432,,0.694786,,,,,,,,,
2,104553,,0.461,,,,,,,,,
3,130671,,0.287438,,,,,,,,,
4,156712,,0.168067,,,,,,,,,
5,182833,,0.0927602,,,,,,,,,
0,178165,,,0.0,,,,,,,,
1,164949,,,1.0,,,,,,,,
2,138553,,,1.0,,,,,,,,
3,125353,,,1.0,,,,,,,,
4,98937,,,1.0,,,,,,,,
5,72541,,,1.0,,,,,,,,
6,59321,,,1.0,,,,,,,,
7,32927,,,1.0,,,,,,,,
8,19912,,,1.0,,,,,,,,
9,16178,,,1.0,,,,,,,,
10,16178,,,1.0,,,,,,,,
0,16178,,,,1.0,,,,,,,
1,16178,,,,1.0,,,,,,,
2,16178,,,,1.0,,,,,,,
3,16178,,,,1.0,,,,,,,
4,16178,,,,1.0,,,,,,,
5,16178,,,,1.0,,,,,,,
6,16178,,,,1.0,,,,,,,
7,16178,,,,1.0,,,,,,,
8,16178,,,,1.0,,,,,,,
9,16178,,,,1.0,,,,,,,
10,16178,,,,1.0,,,,,,,
11,16198,,,,0.999785,,,,,,,
12,18219,,,,0.986102,,,,,,,
13,129515,,,,0.283021,,,,,,,
14,178165,,,,0.0,,,,,,,
0,16130,,,,,1.0,,,,,,
0,136661,,,,,,0.0864038,,,,,
1,133537,,,,,,0.0927602,,,,,
2,131662,,,,,,0.0978237,,,,,
3,130411,,,,,,0.10278,,,,,
4,129518,,,,,,0.112368,,,,,
5,128849,,,,,,0.11463,,,,,
0,120945,,,,,,,0.0864038,,,,
1,117821,,,,,,,0.0927602,,,,
2,115946,,,,,,,0.0978237,,,,
3,114695,,,,,,,0.10278,,,,
4,113802,,,,,,,0.112368,,,,
5,113133,,,,,,,0.11463,,,,
0,105229,,,,,,,,0.0864038,,,
1,102105,,,,,,,,0.0927602,,,
2,100230,,,,,,,,0.0978237,,,
3,98979,,,,,,,,0.10278,,,
4,98086,,,,,,,,0.112368,,,
5,97417,,,,,,,,0.11463,,,
0,89512,,,,,,,,,0.0864038,,
1,86388,,,,,,,,,0.0927602,,
2,84513,,,,,,,,,0.0978237,,
3,83262,,,,,,,,,0.10278,,
4,82369,,,,,,,,,0.112368,,
5,81700,,,,,,,,,0.11463,,
0,16130,,,,,1.0,,,,,,
1,17386,,,,,1.0,,,,,,
2,18634,,,,,1.0,,,,,,
3,19882,,,,,1.0,,,,,,
4,21138,,,,,1.0,,,,,,
5,22386,,,,,1.0,,,,,,
6,23634,,,,,1.0,,,,,,
7,24882,,,,,1.0,,,,,,
8,26138,,,,,1.0,,,,,,
0,16130,,,,,,,,,,1.0,
0,178133,,,,,,,,,,,0.0
