,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.722662,,,,,,,,,,
1,25034,0.545902,,,,,,,,,,
2,37534,0.299807,,,,,,,,,,
3,50034,0.146587,,,,,,,,,,
4,62534,0.0639846,,,,,,,,,,
5,75034,0.0276054,,,,,,,,,,
6,87534,0.0130537,,,,,,,,,,
7,100034,0.00513589,,,,,,,,,,
0,55719,,0.228119,,,,,,,,,
1,83489,,0.0579927,,,,,,,,,
2,111246,,0.0154077,,,,,,,,,
3,138996,,0.00299593,,,,,,,,,
4,166764,,0.000855981,,,,,,,,,
5,194511,,0.000213995,,,,,,,,,
0,75291,,,0.0,,,,,,,,
1,73565,,,0.414937,,,,,,,,
2,70146,,,0.414937,,,,,,,,
3,52274,,,0.677937,,,,,,,,
4,48169,,,0.677937,,,,,,,,
5,26384,,,0.766317,,,,,,,,
6,19873,,,0.839076,,,,,,,,
7,18845,,,0.861331,,,,,,,,
8,18184,,,0.869891,,,,,,,,
9,18175,,,0.869891,,,,,,,,
10,18175,,,0.869891,,,,,,,,
0,18175,,,,0.869891,,,,,,,
1,18175,,,,0.869891,,,,,,,
2,18175,,,,0.869891,,,,,,,
3,18177,,,,0.869677,,,,,,,
4,18177,,,,0.869677,,,,,,,
5,18243,,,,0.867323,,,,,,,
6,18386,,,,0.863899,,,,,,,
7,19051,,,,0.844853,,,,,,,
8,21132,,,,0.790927,,,,,,,
9,30879,,,,0.646052,,,,,,,
10,46688,,,,0.402097,,,,,,,
11,62283,,,,0.17997,,,,,,,
12,71125,,,,0.0494329,,,,,,,
13,74287,,,,0.0100578,,,,,,,
14,75198,,,,0.00128397,,,,,,,
0,59490,,,,,0.456024,,,,,,
0,69653,,,,,,0.0507169,,,,,
1,65059,,,,,,0.0631286,,,,,
2,62302,,,,,,0.0778943,,,,,
3,60464,,,,,,0.092232,,,,,
4,59152,,,,,,0.104858,,,,,
5,58167,,,,,,0.119195,,,,,
0,64426,,,,,,,0.0507169,,,,
1,59832,,,,,,,0.0631286,,,,
2,57075,,,,,,,0.0778943,,,,
3,55237,,,,,,,0.092232,,,,
4,53925,,,,,,,0.104858,,,,
5,52940,,,,,,,0.119195,,,,
0,59198,,,,,,,,0.0507169,,,
1,54604,,,,,,,,0.0631286,,,
2,51847,,,,,,,,0.0778943,,,
3,50009,,,,,,,,0.092232,,,
4,48697,,,,,,,,0.104858,,,
5,47712,,,,,,,,0.119195,,,
0,53971,,,,,,,,,0.0507169,,
1,49377,,,,,,,,,0.0631286,,
2,46620,,,,,,,,,0.0778943,,
3,44782,,,,,,,,,0.092232,,
4,43470,,,,,,,,,0.104858,,
5,42485,,,,,,,,,0.119195,,
0,59490,,,,,0.456024,,,,,,
1,60754,,,,,0.456024,,,,,,
2,62002,,,,,0.43976,,,,,,
3,63250,,,,,0.436336,,,,,,
4,64498,,,,,0.431201,,,,,,
5,65754,,,,,0.428633,,,,,,
6,67002,,,,,0.426065,,,,,,
7,68250,,,,,0.426065,,,,,,
8,69498,,,,,0.426065,,,,,,
0,59490,,,,,,,,,,0.456024,
0,75259,,,,,,,,,,,0.0
