,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.971776,,,,,,,,,,
1,25034,0.74773,,,,,,,,,,
2,37534,0.455421,,,,,,,,,,
3,50034,0.254239,,,,,,,,,,
4,62534,0.156219,,,,,,,,,,
5,75034,0.113007,,,,,,,,,,
6,87534,0.0923313,,,,,,,,,,
7,100034,0.0848922,,,,,,,,,,
0,55719,,0.679576,,,,,,,,,
1,83489,,0.197681,,,,,,,,,
2,111246,,0.00907997,,,,,,,,,
3,138996,,0.00251614,,,,,,,,,
4,166764,,0.000546986,,,,,,,,,
5,194511,,0.000109397,,,,,,,,,
0,75291,,,0.0,,,,,,,,
1,73565,,,0.0184881,,,,,,,,
2,70146,,,0.0522919,,,,,,,,
3,52274,,,0.285746,,,,,,,,
4,48169,,,0.32852,,,,,,,,
5,26384,,,0.656055,,,,,,,,
6,19873,,,0.708456,,,,,,,,
7,18845,,,0.715458,,,,,,,,
8,18184,,,0.723663,,,,,,,,
9,18175,,,0.723663,,,,,,,,
10,18175,,,0.723663,,,,,,,,
0,18175,,,,0.723663,,,,,,,
1,18175,,,,0.723663,,,,,,,
2,18175,,,,0.723663,,,,,,,
3,18177,,,,0.723663,,,,,,,
4,18177,,,,0.723663,,,,,,,
5,18243,,,,0.722897,,,,,,,
6,18386,,,,0.720709,,,,,,,
7,19051,,,,0.71316,,,,,,,
8,21132,,,,0.689859,,,,,,,
9,30879,,,,0.557379,,,,,,,
10,46688,,,,0.354885,,,,,,,
11,62283,,,,0.155235,,,,,,,
12,71125,,,,0.0501039,,,,,,,
13,74287,,,,0.0105021,,,,,,,
14,75198,,,,0.000875178,,,,,,,
0,59490,,,,,0.113773,,,,,,
0,69653,,,,,,0.22875,,,,,
1,65059,,,,,,0.229515,,,,,
2,62302,,,,,,0.230281,,,,,
3,60464,,,,,,0.231594,,,,,
4,59152,,,,,,0.23225,,,,,
5,58167,,,,,,0.232141,,,,,
0,64426,,,,,,,0.316267,,,,
1,59832,,,,,,,0.317033,,,,
2,57075,,,,,,,0.317799,,,,
3,55237,,,,,,,0.319112,,,,
4,53925,,,,,,,0.319768,,,,
5,52940,,,,,,,0.319659,,,,
0,59198,,,,,,,,0.459797,,,
1,54604,,,,,,,,0.460562,,,
2,51847,,,,,,,,0.461328,,,
3,50009,,,,,,,,0.462641,,,
4,48697,,,,,,,,0.463297,,,
5,47712,,,,,,,,0.463188,,,
0,53971,,,,,,,,,0.595449,,
1,49377,,,,,,,,,0.596215,,
2,46620,,,,,,,,,0.596981,,
3,44782,,,,,,,,,0.598293,,
4,43470,,,,,,,,,0.59895,,
5,42485,,,,,,,,,0.59884,,
0,59490,,,,,0.113773,,,,,,
1,60754,,,,,0.113773,,,,,,
2,62002,,,,,0.110819,,,,,,
3,63250,,,,,0.109069,,,,,,
4,64498,,,,,0.107756,,,,,,
5,65754,,,,,0.10699,,,,,,
6,67002,,,,,0.106772,,,,,,
7,68250,,,,,0.106662,,,,,,
8,69498,,,,,0.106662,,,,,,
0,59490,,,,,,,,,,0.113773,
0,75259,,,,,,,,,,,0.0
