,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.997858,,,,,,,,,,
1,25034,0.966851,,,,,,,,,,
2,37534,0.871124,,,,,,,,,,
3,50034,0.731086,,,,,,,,,,
4,62534,0.563085,,,,,,,,,,
5,75034,0.434547,,,,,,,,,,
6,87534,0.322923,,,,,,,,,,
7,100034,0.24783,,,,,,,,,,
0,52479,,0.991093,,,,,,,,,
1,78619,,0.954335,,,,,,,,,
2,104745,,0.86154,,,,,,,,,
3,130886,,0.674146,,,,,,,,,
4,157021,,0.378848,,,,,,,,,
5,183155,,0.145676,,,,,,,,,
0,149235,,,0.0,,,,,,,,
1,136055,,,0.145676,,,,,,,,
2,109814,,,0.407374,,,,,,,,
3,96858,,,0.519901,,,,,,,,
4,71805,,,0.703349,,,,,,,,
5,49346,,,0.832225,,,,,,,,
6,40062,,,0.875296,,,,,,,,
7,27514,,,0.919044,,,,,,,,
8,24727,,,0.92502,,,,,,,,
9,23797,,,0.926147,,,,,,,,
10,23797,,,0.926147,,,,,,,,
0,23797,,,,0.926147,,,,,,,
1,23797,,,,0.926147,,,,,,,
2,23833,,,,0.925696,,,,,,,
3,23951,,,,0.924343,,,,,,,
4,24372,,,,0.91972,,,,,,,
5,25317,,,,0.911151,,,,,,,
6,27221,,,,0.8939,,,,,,,
7,30985,,,,0.860074,,,,,,,
8,37530,,,,0.803473,,,,,,,
9,49458,,,,0.706506,,,,,,,
10,66674,,,,0.569061,,,,,,,
11,88582,,,,0.406246,,,,,,,
12,114857,,,,0.220656,,,,,,,
13,137181,,,,0.07374,,,,,,,
14,149235,,,,0.0,,,,,,,
0,23795,,,,,0.925809,,,,,,
0,112576,,,,,,0.245462,,,,,
1,109450,,,,,,0.245236,,,,,
2,107575,,,,,,0.245011,,,,,
3,106325,,,,,,0.248281,,,,,
4,105431,,,,,,0.246589,,,,,
5,104762,,,,,,0.250197,,,,,
0,100145,,,,,,,0.341301,,,,
1,97019,,,,,,,0.341076,,,,
2,95144,,,,,,,0.34085,,,,
3,93894,,,,,,,0.34412,,,,
4,93000,,,,,,,0.342429,,,,
5,92331,,,,,,,0.346037,,,,
0,87714,,,,,,,,0.50062,,,
1,84588,,,,,,,,0.500395,,,
2,82713,,,,,,,,0.500169,,,
3,81463,,,,,,,,0.503439,,,
4,80569,,,,,,,,0.501748,,,
5,79900,,,,,,,,0.505356,,,
0,75282,,,,,,,,,0.668396,,
1,72156,,,,,,,,,0.66817,,
2,70281,,,,,,,,,0.667945,,
3,69031,,,,,,,,,0.671214,,
4,68137,,,,,,,,,0.669523,,
5,67468,,,,,,,,,0.673131,,
0,23795,,,,,0.925809,,,,,,
1,25051,,,,,0.925809,,,,,,
2,26299,,,,,0.900552,,,,,,
3,27547,,,,,0.886909,,,,,,
4,28803,,,,,0.879693,,,,,,
5,30051,,,,,0.874958,,,,,,
6,31299,,,,,0.872364,,,,,,
7,32547,,,,,0.871575,,,,,,
8,33803,,,,,0.871011,,,,,,
0,23795,,,,,,,,,,0.925809,
0,149211,,,,,,,,,,,0.000112752
