,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.1322,,,,,,,,,,
1,25034,0.0174,,,,,,,,,,
2,37534,0.0032,,,,,,,,,,
3,50034,0.0009,,,,,,,,,,
4,62534,0.0001,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0001,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,52479,,0.9895,,,,,,,,,
1,78619,,0.9541,,,,,,,,,
2,104745,,0.8471,,,,,,,,,
3,130886,,0.6272,,,,,,,,,
4,157021,,0.2572,,,,,,,,,
5,183155,,0.0311,,,,,,,,,
0,149235,,,0.0,,,,,,,,
1,136055,,,0.0,,,,,,,,
2,109814,,,0.0,,,,,,,,
3,96858,,,0.0,,,,,,,,
4,71805,,,0.0,,,,,,,,
5,49346,,,0.0,,,,,,,,
6,40062,,,0.0,,,,,,,,
7,27514,,,0.0001,,,,,,,,
8,24727,,,0.0025,,,,,,,,
9,23797,,,0.093,,,,,,,,
10,23797,,,0.093,,,,,,,,
0,23797,,,,0.093,,,,,,,
1,23797,,,,0.093,,,,,,,
2,23833,,,,0.093,,,,,,,
3,23951,,,,0.093,,,,,,,
4,24372,,,,0.093,,,,,,,
5,25317,,,,0.093,,,,,,,
6,27221,,,,0.093,,,,,,,
7,30985,,,,0.093,,,,,,,
8,37530,,,,0.093,,,,,,,
9,49458,,,,0.093,,,,,,,
10,66674,,,,0.093,,,,,,,
11,88582,,,,0.093,,,,,,,
12,114857,,,,0.093,,,,,,,
13,137181,,,,0.0912,,,,,,,
14,149235,,,,0.0,,,,,,,
0,23795,,,,,0.093,,,,,,
0,112576,,,,,,0.0003,,,,,
1,109450,,,,,,0.0003,,,,,
2,107575,,,,,,0.0003,,,,,
3,106325,,,,,,0.0003,,,,,
4,105431,,,,,,0.0003,,,,,
5,104762,,,,,,0.0003,,,,,
0,100145,,,,,,,0.0012,,,,
1,97019,,,,,,,0.0012,,,,
2,95144,,,,,,,0.0012,,,,
3,93894,,,,,,,0.0012,,,,
4,93000,,,,,,,0.0012,,,,
5,92331,,,,,,,0.0012,,,,
0,87714,,,,,,,,0.0037,,,
1,84588,,,,,,,,0.0037,,,
2,82713,,,,,,,,0.0037,,,
3,81463,,,,,,,,0.0037,,,
4,80569,,,,,,,,0.0037,,,
5,79900,,,,,,,,0.0037,,,
0,75282,,,,,,,,,0.0147,,
1,72156,,,,,,,,,0.0147,,
2,70281,,,,,,,,,0.0147,,
3,69031,,,,,,,,,0.0147,,
4,68137,,,,,,,,,0.0147,,
5,67468,,,,,,,,,0.0147,,
0,23795,,,,,0.093,,,,,,
1,25051,,,,,0.093,,,,,,
2,26299,,,,,0.0517,,,,,,
3,27547,,,,,0.031,,,,,,
4,28803,,,,,0.0146,,,,,,
5,30051,,,,,0.0059,,,,,,
6,31299,,,,,0.0034,,,,,,
7,32547,,,,,0.0019,,,,,,
8,33803,,,,,0.0008,,,,,,
0,23795,,,,,,,,,,0.093,
0,149211,,,,,,,,,,,0.0
