,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.007,,,,,,,,,,
1,25034,0.0,,,,,,,,,,
2,37534,0.0,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,55719,,0.6635,,,,,,,,,
1,83489,,0.0439,,,,,,,,,
2,111246,,0.0045,,,,,,,,,
3,138996,,0.0008,,,,,,,,,
4,166764,,0.0005,,,,,,,,,
5,194511,,0.0001,,,,,,,,,
0,75291,,,0.0,,,,,,,,
1,73565,,,0.0,,,,,,,,
2,70146,,,0.0,,,,,,,,
3,52274,,,0.0,,,,,,,,
4,48169,,,0.0,,,,,,,,
5,26384,,,0.0,,,,,,,,
6,19873,,,0.0,,,,,,,,
7,18845,,,0.0,,,,,,,,
8,18184,,,0.0002,,,,,,,,
9,18175,,,0.0009,,,,,,,,
10,18175,,,0.0009,,,,,,,,
0,18175,,,,0.0009,,,,,,,
1,18175,,,,0.0009,,,,,,,
2,18175,,,,0.0009,,,,,,,
3,18177,,,,0.0009,,,,,,,
4,18177,,,,0.0009,,,,,,,
5,18243,,,,0.0009,,,,,,,
6,18386,,,,0.0009,,,,,,,
7,19051,,,,0.0009,,,,,,,
8,21132,,,,0.0009,,,,,,,
9,30879,,,,0.0009,,,,,,,
10,46688,,,,0.0009,,,,,,,
11,62283,,,,0.0009,,,,,,,
12,71125,,,,0.0009,,,,,,,
13,74287,,,,0.0009,,,,,,,
14,75198,,,,0.0007,,,,,,,
0,59490,,,,,0.0005,,,,,,
0,69653,,,,,,0.0,,,,,
1,65059,,,,,,0.0,,,,,
2,62302,,,,,,0.0,,,,,
3,60464,,,,,,0.0,,,,,
4,59152,,,,,,0.0,,,,,
5,58167,,,,,,0.0,,,,,
0,64426,,,,,,,0.0,,,,
1,59832,,,,,,,0.0,,,,
2,57075,,,,,,,0.0,,,,
3,55237,,,,,,,0.0,,,,
4,53925,,,,,,,0.0,,,,
5,52940,,,,,,,0.0,,,,
0,59198,,,,,,,,0.0003,,,
1,54604,,,,,,,,0.0003,,,
2,51847,,,,,,,,0.0003,,,
3,50009,,,,,,,,0.0003,,,
4,48697,,,,,,,,0.0003,,,
5,47712,,,,,,,,0.0003,,,
0,53971,,,,,,,,,0.0009,,
1,49377,,,,,,,,,0.0009,,
2,46620,,,,,,,,,0.0009,,
3,44782,,,,,,,,,0.0009,,
4,43470,,,,,,,,,0.0009,,
5,42485,,,,,,,,,0.0009,,
0,59490,,,,,0.0005,,,,,,
1,60754,,,,,0.0005,,,,,,
2,62002,,,,,0.0005,,,,,,
3,63250,,,,,0.0002,,,,,,
4,64498,,,,,0.0,,,,,,
5,65754,,,,,0.0,,,,,,
6,67002,,,,,0.0,,,,,,
7,68250,,,,,0.0,,,,,,
8,69498,,,,,0.0,,,,,,
0,59490,,,,,,,,,,0.0005,
0,75259,,,,,,,,,,,0.0
