,Suffix size,Query time,Memory usage
0,2,1.34205e-06,553043
1,3,1.39534e-06,472297
2,4,1.26795e-06,472297
3,5,1.25129e-06,472297
4,6,1.26797e-06,472297
5,7,1.25285e-06,472297
6,8,1.26426e-06,472297
7,9,1.25218e-06,472297
8,10,1.25231e-06,472297
9,11,1.2129e-06,472297
10,12,1.26853e-06,452478
11,13,1.26468e-06,452478
12,14,1.26054e-06,452478
13,15,1.27595e-06,452478
14,16,1.27335e-06,452478
