,Suffix size,Query time,Memory usage
0,2,4.42195e-07,188039
1,3,4.4916e-07,188039
2,4,4.45511e-07,188039
3,5,4.43931e-07,188039
4,6,4.41085e-07,188039
5,7,4.42767e-07,188039
6,8,4.53998e-07,188039
7,9,4.49718e-07,188039
8,10,4.61892e-07,188039
9,11,4.41305e-07,188039
10,12,5.60505e-07,164053
11,13,5.52593e-07,164053
12,14,5.50488e-07,164053
13,15,5.61619e-07,164053
14,16,5.59917e-07,164053
