,Suffix size,Query time,Memory usage
0,2,4.39181e-07,188039
1,3,4.42241e-07,188039
2,4,4.36165e-07,188039
3,5,4.38708e-07,188039
4,6,4.36803e-07,188039
5,7,4.45252e-07,188039
6,8,4.60263e-07,188039
7,9,4.53661e-07,188039
8,10,4.35047e-07,188039
9,11,4.33882e-07,188039
10,12,5.35605e-07,164053
11,13,5.3708e-07,164053
12,14,5.40545e-07,164053
13,15,5.39473e-07,164053
14,16,5.4412e-07,164053
