,Suffix size,Query time,Memory usage
0,2,2.24889e-06,553043
1,3,2.31499e-06,472297
2,4,2.33022e-06,472297
3,5,2.3458e-06,472297
4,6,2.32724e-06,472297
5,7,2.3458e-06,472297
6,8,2.37962e-06,472297
7,9,2.31797e-06,472297
8,10,2.35973e-06,472297
9,11,2.33463e-06,472297
10,12,2.61846e-06,452478
11,13,2.44122e-06,452478
12,14,2.63104e-06,452478
13,15,2.81799e-06,452478
14,16,2.60873e-06,452478
