,Suffix size,Query time,Memory usage
0,2,1.14609e-06,240019
1,3,1.1455e-06,240019
2,4,1.14094e-06,240019
3,5,1.11483e-06,240019
4,6,1.20999e-06,220815
5,7,1.30601e-06,220815
6,8,1.45611e-06,220815
7,9,1.2807e-06,220815
8,10,1.26809e-06,220815
9,11,1.34796e-06,220815
10,12,1.37006e-06,220815
11,13,1.41495e-06,220815
12,14,1.36987e-06,220815
13,15,1.29756e-06,220815
14,16,1.28401e-06,220815
