,Suffix size,Query time,Memory usage
0,2,2.73417e-07,240019
1,3,2.73552e-07,240019
2,4,2.78348e-07,240019
3,5,2.70728e-07,240019
4,6,2.91804e-07,220815
5,7,2.92244e-07,220815
6,8,2.91287e-07,220815
7,9,2.91683e-07,220815
8,10,2.89878e-07,220815
9,11,2.90907e-07,220815
10,12,2.90449e-07,220815
11,13,2.9366e-07,220815
12,14,2.90011e-07,220815
13,15,2.92227e-07,220815
14,16,2.90723e-07,220815
