,Suffix size,Query time,Memory usage
0,2,1.19933e-06,249356
1,3,1.30244e-06,249356
2,4,1.28661e-06,249356
3,5,1.27801e-06,249356
4,6,1.25501e-06,249356
5,7,1.24639e-06,249356
6,8,1.36186e-06,249356
7,9,1.298e-06,249356
8,10,1.27398e-06,249356
9,11,1.25252e-06,249356
10,12,1.29386e-06,249356
11,13,1.30432e-06,249356
12,14,1.39319e-06,249356
13,15,1.43548e-06,211693
14,16,1.43138e-06,211693
