,Suffix size,Query time,Memory usage
0,2,6.92094e-07,188039
1,3,6.37578e-07,188039
2,4,6.75402e-07,188039
3,5,6.03652e-07,188039
4,6,5.90385e-07,188039
5,7,5.87859e-07,188039
6,8,5.86421e-07,188039
7,9,5.72183e-07,188039
8,10,5.45305e-07,188039
9,11,5.44656e-07,188039
10,12,7.0676e-07,164053
11,13,6.9645e-07,164053
12,14,6.96507e-07,164053
13,15,6.98141e-07,164053
14,16,6.94934e-07,164053
