,Suffix size,Query time,Memory usage
0,2,9.72306e-07,249356
1,3,9.76864e-07,249356
2,4,9.7536e-07,249356
3,5,9.71523e-07,249356
4,6,9.66465e-07,249356
5,7,9.86181e-07,249356
6,8,9.68133e-07,249356
7,9,9.60582e-07,249356
8,10,9.70988e-07,249356
9,11,9.60614e-07,249356
10,12,1.07499e-06,249356
11,13,9.82463e-07,249356
12,14,9.5218e-07,249356
13,15,1.06688e-06,211693
14,16,1.07016e-06,211693
