,Suffix size,Query time,Memory usage
0,2,1.2961e-06,249356
1,3,1.28503e-06,249356
2,4,1.27149e-06,249356
3,5,1.27035e-06,249356
4,6,1.27635e-06,249356
5,7,1.28248e-06,249356
6,8,1.28785e-06,249356
7,9,1.30421e-06,249356
8,10,1.29026e-06,249356
9,11,1.29799e-06,249356
10,12,1.28685e-06,249356
11,13,1.30431e-06,249356
12,14,1.28989e-06,249356
13,15,1.41223e-06,211693
14,16,1.44302e-06,211693
