,Suffix size,Query time,Memory usage
0,2,3.53734e-07,249356
1,3,3.51301e-07,249356
2,4,3.65498e-07,249356
3,5,3.55081e-07,249356
4,6,3.6185e-07,249356
5,7,3.78059e-07,249356
6,8,3.55726e-07,249356
7,9,3.53504e-07,249356
8,10,3.52582e-07,249356
9,11,3.53701e-07,249356
10,12,3.5445e-07,249356
11,13,3.55648e-07,249356
12,14,3.52914e-07,249356
13,15,4.60891e-07,211693
14,16,4.41438e-07,211693
