,Suffix size,Query time,Memory usage
0,2,1.32215e-06,216365
1,3,1.42232e-06,203910
2,4,1.40985e-06,203910
3,5,1.37602e-06,203910
4,6,1.42907e-06,198837
5,7,1.47351e-06,198837
6,8,1.53619e-06,198837
7,9,1.51415e-06,198837
8,10,1.50074e-06,198837
9,11,1.51843e-06,198837
10,12,1.60128e-06,196547
11,13,1.57265e-06,196547
12,14,1.78723e-06,196547
13,15,1.55826e-06,196547
14,16,1.58872e-06,196547
