,Suffix size,Query time,Memory usage
0,2,1.97703e-06,553043
1,3,2.05835e-06,472297
2,4,2.02665e-06,472297
3,5,1.9639e-06,472297
4,6,1.98785e-06,472297
5,7,2.21046e-06,472297
6,8,2.08705e-06,472297
7,9,2.36028e-06,472297
8,10,2.1142e-06,472297
9,11,2.0248e-06,472297
10,12,2.1511e-06,452478
11,13,2.00823e-06,452478
12,14,2.00184e-06,452478
13,15,2.0083e-06,452478
14,16,2.00545e-06,452478
