,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.997622,,,,
1,75034,0.868583,,,,
2,137534,0.840957,,,,
3,200034,0.838649,,,,
4,262534,0.838649,,,,
5,325034,0.838649,,,,
6,387534,0.838649,,,,
7,450034,0.838649,,,,
0,105878,,0.0,,,
1,93786,,0.289551,,,
2,77380,,0.602812,,,
3,73868,,0.61638,,,
4,73166,,0.620017,,,
5,73072,,0.620576,,,
6,73043,,0.620576,,,
7,73038,,0.620576,,,
8,73038,,0.620576,,,
9,73038,,0.620576,,,
10,73038,,0.620576,,,
11,73038,,0.620576,,,
12,73038,,0.620576,,,
13,73038,,0.620576,,,
14,73038,,0.620576,,,
15,73038,,0.620576,,,
16,73038,,0.620576,,,
17,73038,,0.620576,,,
18,73038,,0.620576,,,
19,73038,,0.620576,,,
0,97635,,,0.745209,,
0,161566,,,,0.486432,
1,146887,,,,0.503357,
2,134654,,,,0.515876,
3,124304,,,,0.530564,
4,115432,,,,0.540635,
5,107743,,,,0.544202,
6,101015,,,,0.563785,
7,95079,,,,0.5698,
8,89802,,,,0.584627,
9,85081,,,,0.586376,
0,120625,,,,,0.348161
