,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.561091,,,,
1,75034,0.00906308,,,,
2,137534,0.00196067,,,,
3,200034,0.00106036,,,,
4,262534,0.000600204,,,,
5,325034,0.000380129,,,,
6,387534,0.000300102,,,,
7,450034,0.000320109,,,,
0,294013,,0.0,,,
1,293886,,0.0,,,
2,285742,,0.0,,,
3,278206,,0.0,,,
4,237268,,0.0,,,
5,213174,,0.0,,,
6,198824,,0.0,,,
7,176951,,0.0,,,
8,142599,,0.0,,,
9,114997,,0.0,,,
10,98929,,0.0,,,
11,89583,,4.00136e-05,,,
12,83634,,0.000160054,,,
13,81981,,0.000700238,,,
14,81549,,0.00154052,,,
15,81392,,0.00274093,,,
16,81375,,0.00524178,,,
17,81373,,0.00834284,,,
18,81309,,0.0472361,,,
19,81309,,0.0472361,,,
0,239560,,,0.0428946,,
0,442647,,,,0.00112038,
1,402416,,,,0.00106036,
2,368890,,,,0.00110037,
3,340522,,,,0.00116039,
4,316206,,,,0.00114039,
5,295133,,,,0.00112038,
6,276694,,,,0.00110037,
7,260424,,,,0.00110037,
8,245962,,,,0.00110037,
9,233022,,,,0.00132045,
0,294015,,,,,0.0
