,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.901659,,,,
1,75034,0.10993,,,,
2,137534,0.0328069,,,,
3,200034,0.0174543,,,,
4,262534,0.010969,,,,
5,325034,0.00746612,,,,
6,387534,0.00492404,,,,
0,494677,,6.00492e-05,,,
1,494265,,6.00492e-05,,,
2,433928,,6.00492e-05,,,
3,389534,,6.00492e-05,,,
4,344651,,6.00492e-05,,,
5,306715,,0.00136112,,,
6,277182,,0.00138113,,,
7,211100,,0.00138113,,,
8,183780,,0.00140115,,,
9,155370,,0.00154126,,,
10,130765,,0.00222182,,,
11,121589,,0.00284233,,,
12,109111,,0.00568466,,,
13,102725,,0.0117496,,,
14,99573,,0.0321464,,,
15,97683,,0.090294,,,
16,97338,,0.166817,,,
17,97271,,0.234532,,,
18,97271,,0.234532,,,
19,97271,,0.234532,,,
0,107131,,,0.229208,,
0,693563,,,,0.00864709,
1,630523,,,,0.00878721,
2,577989,,,,0.0089073,
3,533538,,,,0.00934767,
4,495437,,,,0.0093877,
5,462416,,,,0.00980804,
6,433522,,,,0.00962789,
7,408028,,,,0.00994816,
8,385367,,,,0.00966793,
9,365091,,,,0.0103285,
0,496227,,,,,8.00657e-05
