,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,0.993393,,,,
2,137534,0.974084,,,,
3,200034,0.94333,,,,
4,262534,0.913835,,,,
5,325034,0.892756,,,,
6,387534,0.879818,,,,
7,450034,0.871795,,,,
0,454778,,0.0,,,
1,454570,,0.00259556,,,
2,390756,,0.977898,,,
3,343472,,0.981359,,,
4,294263,,0.982264,,,
5,251581,,0.983837,,,
6,218199,,0.98541,,,
7,187648,,0.987022,,,
8,159585,,0.988241,,,
9,133474,,0.989736,,,
10,118107,,0.990247,,,
11,114082,,0.990365,,,
12,109956,,0.990444,,,
13,108818,,0.990444,,,
14,108412,,0.990444,,,
15,108210,,0.990444,,,
16,108067,,0.990444,,,
17,107867,,0.990444,,,
18,107731,,0.990444,,,
19,107731,,0.990444,,,
0,112583,,,0.98191,,
0,685597,,,,0.522259,
1,623279,,,,0.534254,
2,571348,,,,0.556119,
3,527407,,,,0.567839,
4,489742,,,,0.581485,
5,457100,,,,0.595446,
6,428538,,,,0.612356,
7,403336,,,,0.617115,
8,380934,,,,0.631273,
9,360891,,,,0.642717,
0,455235,,,,,0.00637093
