,Memory usage,Prefix-BF,Prefix-QF
0,79207,0.667373,
1,158340,0.422528,
2,237476,0.272345,
3,316608,0.178111,
4,395742,0.116486,
5,474877,0.0772403,
6,554011,0.0500996,
7,633140,0.0339635,
8,712278,0.0216847,
9,791410,0.0145723,
10,870543,0.00976508,
11,949677,0.00657956,
12,1028811,0.00426281,
13,1107944,0.0029886,
14,1187078,0.00198082,
15,1266211,0.0014248,
16,1345345,0.000973033,
17,1424479,0.000729775,
18,1503612,0.000312761,
19,1582746,0.000243258,
20,1661880,0.000208507,
21,1741012,0.000231675,
22,1820145,9.26698e-05,
23,1899280,8.10861e-05,
24,1978414,2.31675e-05,
25,524288,,0.243629
26,655360,,0.130514
27,786432,,0.0674752
28,917504,,0.0344848
29,1048576,,0.0168659
30,1179648,,0.00810861
31,1310720,,0.00411222
32,1441792,,0.00208507
33,1572864,,0.000926698
34,1703936,,0.000509684
35,1835008,,0.000278009
36,1966080,,8.10861e-05
